index, parcels, plants, distance 
398,37.0,2.0,64.83156297846564 
399,37.0,3.0,1466.2904189435285 
400,37.0,4.0,1620.529905319816 
401,37.0,5.0,1635.33886627701 
402,37.0,6.0,1621.7774853294743 
403,37.0,7.0,1622.5430683663194 
404,37.0,8.0,1604.166740502313 
405,37.0,9.0,656.2060944888898 
406,37.0,10.0,1269.564983126788 
407,37.0,11.0,1269.9312666022718 
408,38.0,1.0,71.55967072125182 
409,38.0,2.0,71.54320579732389 
410,38.0,3.0,1459.5662358307816 
411,38.0,4.0,1613.7082362429614 
412,38.0,5.0,1628.5177112652925 
413,38.0,6.0,1614.9559283360477 
414,38.0,7.0,1615.721389120355 
415,38.0,8.0,1597.3452582454258 
416,38.0,9.0,649.9750950269782 
417,38.0,10.0,1262.8167445756558 
418,38.0,11.0,1263.1754932019505 
419,39.0,1.0,78.28671788716166 
420,39.0,2.0,78.27158628851458 
421,39.0,3.0,1452.845471598626 
422,39.0,4.0,1606.8865302995996 
423,39.0,5.0,1621.6966486140338 
424,39.0,6.0,1608.1343738730727 
425,39.0,7.0,1608.8996685392617 
426,39.0,8.0,1590.523510178789 
427,39.0,9.0,643.7623609314176 
428,39.0,10.0,1256.0668653842881 
429,39.0,11.0,1256.418119402643 
430,40.0,1.0,85.02175735984288 
431,40.0,2.0,85.00774247349969 
432,40.0,3.0,1446.1325537139815 
433,40.0,4.0,1600.0729526634918 
434,40.0,5.0,1614.8836656889823 
435,40.0,6.0,1601.320932453259 
436,40.0,7.0,1602.0860780213548 
437,40.0,8.0,1583.7099880770024 
438,40.0,9.0,637.5666987398106 
439,40.0,10.0,1249.326813542494 
440,40.0,11.0,1249.670450635847 
441,41.0,1.0,70.70685787649896 
442,41.0,2.0,70.69877001066503 
443,41.0,3.0,1460.7300228697964 
444,41.0,4.0,1613.7667298086299 
445,41.0,5.0,1628.6299970906443 
446,41.0,6.0,1615.0310040133672 
447,41.0,7.0,1615.77797418519 
448,41.0,8.0,1597.3044543908584 
449,41.0,9.0,652.7746756704611 
450,41.0,10.0,1261.8496324205541 
451,41.0,11.0,1262.260360753513 
452,42.0,1.0,77.50702131768833 
453,42.0,2.0,77.49956064910342 
454,42.0,3.0,1454.0161920163207 
455,42.0,4.0,1606.9469291554428 
456,42.0,5.0,1621.8110585480606 
457,42.0,6.0,1608.211423501345 
458,42.0,7.0,1608.958150608743 
459,42.0,8.0,1590.4841970400319 
460,42.0,9.0,646.5903273689454 
461,42.0,10.0,1255.0962688362367 
462,42.0,11.0,1255.499776744317 
463,43.0,1.0,63.66843260366527 
464,43.0,2.0,63.66907998151749 
465,43.0,3.0,1468.6402237931215 
466,43.0,4.0,1620.6789375019173 
467,43.0,5.0,1635.5946914998367 
468,43.0,6.0,1621.9594941238713 
469,43.0,7.0,1622.6882675256638 
470,43.0,8.0,1604.118461455203 
471,43.0,9.0,661.8096892187892 
472,43.0,10.0,1267.682339776245 
473,43.0,11.0,1268.152026017073 
474,44.0,1.0,70.48600839619 
475,44.0,2.0,70.48649688223152 
476,44.0,3.0,1461.9317562302501 
477,44.0,4.0,1613.8612050850948 
478,44.0,5.0,1628.7779935114265 
479,44.0,6.0,1615.142036930632 
480,44.0,7.0,1615.8705051751517 
481,44.0,8.0,1597.2999331339286 
482,44.0,9.0,655.639265585319 
483,44.0,10.0,1260.9257420022248 
484,44.0,11.0,1261.388522258181 
485,45.0,1.0,77.31215099232391 
486,45.0,2.0,77.31251362705815 
487,45.0,3.0,1455.2168968469327 
488,45.0,4.0,1607.0352139955585 
489,45.0,5.0,1621.953081861629 
490,45.0,6.0,1608.316334620958 
491,45.0,7.0,1609.0444825604436 
492,45.0,8.0,1590.473073199037 
493,45.0,9.0,649.4761586315835 
494,45.0,10.0,1254.1609449316416 
495,45.0,11.0,1254.6167714033352 
496,46.0,1.0,84.13013326246302 
497,46.0,2.0,84.13038356315191 
498,46.0,3.0,1448.509929260754 
499,46.0,4.0,1600.2173177249772 
500,46.0,5.0,1615.1362201596419 
501,46.0,6.0,1601.4987129349 
502,46.0,7.0,1602.2265564586244 
503,46.0,8.0,1583.6543989541642 
504,46.0,9.0,643.3309102539486 
505,46.0,10.0,1247.4058267850653 
506,46.0,11.0,1247.8545819941012 
507,47.0,1.0,64.1410116340101 
508,47.0,2.0,64.15110541719143 
509,47.0,3.0,1469.864568533812 
510,47.0,4.0,1620.7990107873002 
511,47.0,5.0,1635.767800181032 
512,47.0,6.0,1622.0960322054339 
513,47.0,7.0,1622.8063696122795 
514,47.0,8.0,1604.1402506025927 
515,47.0,9.0,664.7025221792419 
516,47.0,10.0,1266.796670259565 
517,47.0,11.0,1267.3181933987264 
518,48.0,1.0,70.91939213890538 
519,48.0,2.0,70.92842556572673 
520,48.0,3.0,1463.1551457872665 
521,48.0,4.0,1613.975196168471 
522,48.0,5.0,1628.9452335454746 
523,48.0,6.0,1615.2725607064428 
524,48.0,7.0,1615.9825162612426 
525,48.0,8.0,1597.3152335542418 
526,48.0,9.0,658.553163863523 
527,48.0,10.0,1260.028857744352 
528,48.0,11.0,1260.5437401223826 
529,49.0,1.0,77.70530835744327 
530,49.0,2.0,77.71345795404322 
531,49.0,3.0,1456.4455267116914 
532,49.0,4.0,1607.1512337228774 
533,49.0,5.0,1622.1224769401663 
534,49.0,6.0,1608.4489279480883 
535,49.0,7.0,1609.1585167167511 
536,49.0,8.0,1590.490155758868 
537,49.0,9.0,652.4142530966709 
538,49.0,10.0,1253.2624933682882 
539,49.0,11.0,1253.7706124976266 
540,50.0,1.0,84.48986278831532 
541,50.0,2.0,84.49727555647941 
542,50.0,3.0,1449.7458103823185 
543,50.0,4.0,1600.3355071657736 
544,50.0,5.0,1615.3080007293306 
545,50.0,6.0,1601.6335446489586 
546,50.0,7.0,1602.3427514247962 
547,50.0,8.0,1583.6732389204685 
548,50.0,9.0,646.2983770838415 
549,50.0,10.0,1246.504231802097 
550,50.0,11.0,1247.0055586521514 
551,51.0,1.0,112.37115096387885 
552,51.0,2.0,112.38186284776586 
553,51.0,3.0,1424.2204203023798 
554,51.0,4.0,1573.1940617150726 
555,51.0,5.0,1588.22585417237 
556,51.0,6.0,1574.5103997634008 
557,51.0,7.0,1575.199079070795 
558,51.0,8.0,1556.4262100897695 
559,51.0,9.0,625.0974633952899 
560,51.0,10.0,1218.5654749005737 
561,51.0,11.0,1219.0926348970654 
562,52.0,1.0,119.13228567386163 
563,52.0,2.0,119.14233150392349 
564,52.0,3.0,1417.5334066143466 
565,52.0,4.0,1566.3801369599303 
566,52.0,5.0,1581.4134577582092 
567,52.0,6.0,1567.6969052775378 
568,52.0,7.0,1568.385104096446 
569,52.0,8.0,1549.6106111239815 
570,52.0,9.0,619.0881541307838 
571,52.0,10.0,1211.8066639796211 
572,52.0,11.0,1212.3269498468455 
573,53.0,1.0,125.90681036665842 
574,53.0,2.0,125.91625581844636 
575,53.0,3.0,1410.8381362206821 
576,53.0,4.0,1559.5577472178074 
577,53.0,5.0,1574.5925568981495 
578,53.0,6.0,1560.874933085989 
579,53.0,7.0,1561.5626657143373 
580,53.0,8.0,1542.7866315441495 
581,53.0,9.0,613.0851477009468 
582,53.0,10.0,1205.0411088954766 
583,53.0,11.0,1205.5543815971034 
584,54.0,1.0,132.68714219870103 
585,54.0,2.0,132.69605123021353 
586,54.0,3.0,1404.1447556087903 
587,54.0,4.0,1552.7352622740057 
588,54.0,5.0,1567.7716100614896 
589,54.0,6.0,1554.0528807359503 
590,54.0,7.0,1554.7401302722915 
591,54.0,8.0,1535.9624748385363 
592,54.0,9.0,607.1014299633613 
593,54.0,10.0,1198.2754012360447 
594,54.0,11.0,1198.7816186366333 
595,55.0,1.0,139.47116103977072 
596,55.0,2.0,139.47958131816006 
597,55.0,3.0,1397.451241636865 
598,55.0,4.0,1545.9125526510352 
599,55.0,5.0,1560.9503977148445 
600,55.0,6.0,1547.2305906035904 
601,55.0,7.0,1547.917371776259 
602,55.0,8.0,1529.1381792496481 
603,55.0,9.0,601.1322707248299 
604,55.0,10.0,1191.5111457929506 
605,55.0,11.0,1192.0101744316066 
606,56.0,1.0,113.44882608946877 
607,56.0,2.0,113.46477990322678 
608,56.0,3.0,1425.5406764418103 
