index, depots, plants, distance 
875,2063,6,382.6845352143984 
876,2063,7,382.9317233883496 
877,2063,8,362.5219364870793 
878,2063,9,709.4268535569588 
879,2063,10,148.07161164470293 
880,2063,11,138.70492792754467 
881,2114,1,1195.4941260578858 
882,2114,2,1195.5052044638792 
883,2114,3,529.7358419874807 
884,2114,4,531.7653410013883 
885,2114,5,550.052670053758 
886,2114,6,534.2737490014798 
887,2114,7,533.50914973624 
888,2114,8,508.5954534257756 
889,2114,9,681.1727409969138 
890,2114,10,135.6387294042679 
891,2114,11,136.96640884150764 
892,2123,1,1214.7496199528662 
893,2123,2,1214.7554571529315 
894,2123,3,460.33549557952415 
895,2123,4,486.6746803521218 
896,2123,5,504.0841455324327 
897,2123,6,488.80202480101116 
898,2123,7,488.53114412593317 
899,2123,8,465.60552470513767 
900,2123,9,661.2574177258568 
901,2123,10,134.00275327665506 
902,2123,11,130.0921350873114 
903,2144,1,1288.0620392819976 
904,2144,2,1288.0659753745163 
905,2144,3,397.72851565011854 
906,2144,4,408.84654814856816 
907,2144,5,426.20012077282826 
908,2144,6,410.94792938413434 
909,2144,7,410.7103263195813 
910,2144,8,388.0144967443529 
911,2144,9,713.6276737304369 
912,2144,10,105.40759954243948 
913,2144,11,96.98762318961353 
914,2180,1,1280.3945617818426 
915,2180,2,1280.397583426494 
916,2180,3,390.8327091080455 
917,2180,4,412.8824956721437 
918,2180,5,429.9101903538405 
919,2180,6,414.85729933475443 
920,2180,7,414.77630494020553 
921,2180,8,392.76794489096034 
922,2180,9,701.0082855427241 
923,2180,10,120.35023298301886 
924,2180,11,112.01500739478263 
925,2208,1,1185.1210031884425 
926,2208,2,1185.1337464152177 
927,2208,3,554.1230513580487 
928,2208,4,551.5773795331584 
929,2208,5,570.0391092451986 
930,2208,6,554.1709093455155 
931,2208,7,553.2913848938836 
932,2208,8,527.9551354009895 
933,2208,9,684.5259229445644 
934,2208,10,148.99643810839873 
935,2208,11,151.66012947986852 
936,2250,1,1234.0554224485204 
937,2250,2,1234.0601396296236 
938,2250,3,436.67768758621224 
939,2250,4,463.7505484400295 
940,2250,5,480.9969551722811 
941,2250,6,465.8124466955625 
942,2250,7,465.62347645795114 
943,2250,8,443.073423037827 
944,2250,9,670.688806203238 
945,2250,10,127.70040633478577 
946,2250,11,122.22522505039373 
947,2271,1,1261.4748013798983 
948,2271,2,1261.4875933116764 
949,2271,3,522.1086222146812 
950,2271,4,487.5512008449007 
951,2271,5,506.4716373641685 
952,2271,6,490.3933292815878 
953,2271,7,489.16800667708463 
954,2271,8,462.7194450691056 
955,2271,9,749.7569268752118 
956,2271,10,76.5999367220582 
957,2271,11,81.50606827343275 
958,2296,1,1248.675845933656 
959,2296,2,1248.6858576848144 
960,2296,3,491.6980557936786 
961,2296,4,477.99308739806384 
962,2296,5,496.4454352631601 
963,2296,6,480.58050898639897 
964,2296,7,479.70997255773057 
965,2296,8,454.447513444563 
966,2296,9,719.1537017797614 
967,2296,10,82.63645355529134 
968,2296,11,82.79802954669019 
969,2312,1,1277.6047448512506 
970,2312,2,1277.6154293486486 
971,2312,3,488.36437731072886 
972,2312,4,457.67565965494373 
973,2312,5,476.4192625417174 
974,2312,6,460.41528823481696 
975,2312,7,459.33530519261114 
976,2312,8,433.36813810635033 
977,2312,9,749.0021472330068 
978,2312,10,53.362622923687844 
979,2312,11,55.03900520976855 
980,2321,1,1763.169309733456 
981,2321,2,1763.1679205806122 
982,2321,3,356.94475753181354 
983,2321,4,80.54234116465845 
984,2321,5,70.41290238531134 
985,2321,6,80.21881135009126 
986,2321,7,78.48043613372124 
987,2321,8,95.68401322377872 
988,2321,9,1132.1670154097772 
989,2321,10,477.23500412430093 
990,2321,11,472.1505662260913 
991,2323,1,1776.934956996777 
992,2323,2,1776.9338987729625 
993,2323,3,371.28221280409633 
994,2323,4,95.37749473697508 
995,2323,5,85.61129300972031 
996,2323,6,95.19298794480098 
997,2323,7,93.3158173262577 
998,2323,8,109.16509600345655 
999,2323,9,1147.0904210954182 
1000,2323,10,487.7604741428241 
1001,2323,11,482.86602090211244 
1002,2352,1,1749.3212435230564 
1003,2352,2,1749.318117088771 
1004,2352,3,323.5645763014285 
1005,2352,4,67.07084018649631 
1006,2352,5,50.24164891266664 
1007,2352,6,64.95158436457184 
1008,2352,7,65.24788358211353 
1009,2352,8,90.88020184890024 
1010,2352,9,1110.6200436188467 
1011,2352,10,477.7879422002613 
1012,2352,11,472.08162668528865 
1013,2354,1,1762.974123839009 
1014,2354,2,1762.9709958415895 
1015,2354,3,333.55765316667805 
1016,2354,4,80.39286257377604 
1017,2354,5,63.868669016081 
1018,2354,6,78.40460133237168 
1019,2354,7,78.5306949597509 
1020,2354,8,103.377271737173 
1021,2354,9,1123.8785866034425 
1022,2354,10,490.2158678013485 
1023,2354,11,484.6012244725511 
1024,2363,1,1599.898280514263 
1025,2363,2,1599.8986031527818 
1026,2363,3,296.1752752008002 
1027,2363,4,96.42820384186328 
1028,2363,5,115.61411482380879 
1029,2363,6,99.43526794208478 
1030,2363,7,97.99261947392235 
1031,2363,8,71.89876587122578 
1032,2363,9,983.4126815484075 
1033,2363,10,315.7179758910015 
1034,2363,11,309.8389016432075 
1035,2374,1,1333.2533207997337 
1036,2374,2,1333.2533696328408 
1037,2374,3,326.0191278867431 
1038,2374,4,353.12094558716717 
1039,2374,5,369.3014327364312 
1040,2374,6,354.78269055534446 
1041,2374,7,355.0776708890045 
1042,2374,8,334.96327628709054 
1043,2374,9,731.1744243134857 
1044,2374,10,155.20829103142316 
1045,2374,11,145.5014865753671 
1046,2391,1,1695.7401143922011 
1047,2391,2,1695.7341035121258 
1048,2391,3,246.96227340996825 
1049,2391,4,70.95282856075593 
1050,2391,5,57.69705403506472 
1051,2391,6,66.90159938443578 
1052,2391,7,71.15611743843263 
1053,2391,8,97.12972815351863 
1054,2391,9,1045.6698195067038 
1055,2391,10,456.8365916339766 
1056,2391,11,449.951884449221 
1057,2407,1,1722.0997872708583 
1058,2407,2,1722.0980860633679 
1059,2407,3,324.6593831711871 
1060,2407,4,39.179305694019455 
1061,2407,5,32.615277993944204 
1062,2407,6,39.21686821875499 
1063,2407,7,37.11930915703343 
1064,2407,8,55.90450643299758 
1065,2407,9,1090.8972616052536 
1066,2407,10,441.71357053300335 
1067,2407,11,436.248923716582 
1068,2419,1,1602.2571708944513 
1069,2419,2,1602.2487097577316 
1070,2419,3,154.0312307302271 
1071,2419,4,139.33804507093438 
1072,2419,5,139.7991546407601 
1073,2419,6,137.07659319736115 
1074,2419,7,140.94462906047718 
1075,2419,8,149.83589686882456 
1076,2419,9,944.3259058106921 
1077,2419,10,409.6476517744791 
1078,2419,11,401.44875180992204 
1079,2430,1,1778.1152082146937 
1080,2430,2,1778.108632648459 
1081,2430,3,304.5303319722275 
1082,2430,4,124.88428119548178 
1083,2430,5,105.32460087365442 
1084,2430,6,121.31334156887185 
1085,2430,7,123.73088627337815 
1086,2430,8,152.95162476323884 
1087,2430,9,1123.5974575320026 
1088,2430,10,533.5425779816167 
1089,2430,11,527.1138665667579 
1090,2466,1,1736.2701640823273 
1091,2466,2,1736.264921780951 
1092,2466,3,286.5444271347735 
1093,2466,4,76.6379308434574 
1094,2466,5,57.29417640766045 
1095,2466,6,72.88988740297985 
1096,2466,7,75.66542988715845 
1097,2466,8,105.06284731958033 
1098,2466,9,1088.45950563464 
1099,2466,10,484.44688175424506 
1100,2466,11,478.06477689818047 
1101,2473,1,1763.1672560305587 
1102,2473,2,1763.1630854747543 
1103,2473,3,320.42099680431306 
1104,2473,4,86.84909988762755 
1105,2473,5,68.1615661652257 
1106,2473,6,84.07623026394954 
1107,2473,7,85.24059365527388 
1108,2473,8,112.6942217757733 
1109,2473,9,1119.3684863064284 
1110,2473,10,498.94261646012023 
1111,2473,11,493.03432251558644 
1112,2491,1,1730.6531978494695 
1113,2491,2,1730.6461804437818 
1114,2491,3,260.74490010266993 
1115,2491,4,100.9586053673383 
1116,2491,5,83.37564752166912 
1117,2491,6,96.88285133416676 
1118,2491,7,100.51806087126832 
1119,2491,8,129.1598080740368 
1120,2491,9,1075.4060875378134 
1121,2491,10,496.54316924465905 
1122,2491,11,489.68596180687763 
1123,2543,1,1626.4828070439605 
1124,2543,2,1626.481192087922 
1125,2543,3,273.93734574867017 
1126,2543,4,58.99187179044011 
1127,2543,5,76.64191456847007 
1128,2543,6,61.104103973961756 
1129,2543,7,60.87979099898329 
1130,2543,8,42.80566766113677 
1131,2543,9,999.076105023544 
1132,2543,10,355.80653082661337 
1133,2543,11,349.52754624806494 
1134,2567,1,1717.337143841248 
1135,2567,2,1717.3297420420706 
1136,2567,3,245.73046885588747 
1137,2567,4,102.06928860879543 
1138,2567,5,86.11189932553022 
1139,2567,6,97.95359954799919 
1140,2567,7,101.93377902548045 
1141,2567,8,129.44579978551803 
1142,2567,9,1060.8129222236998 
1143,2567,10,489.11541242989404 
1144,2567,11,482.073458125521 
1145,2587,1,1742.7901536083034 
1146,2587,2,1742.7891380721187 
1147,2587,3,348.1339911768011 
1148,2587,4,62.96759858754001 
1149,2587,5,56.75794072145893 
1150,2587,6,63.39991513939842 
1151,2587,7,60.93296878910799 
1152,2587,8,75.01460685187529 
1153,2587,9,1114.2124900316558 
1154,2587,10,455.63649889529006 
1155,2587,11,450.53980636925894 
1156,2604,1,1763.7651199134586 
1157,2604,2,1763.7651212547946 
1158,2604,3,376.772006650466 
1159,2604,4,90.24065001631085 
1160,2604,5,85.43007323926658 
1161,2604,6,91.11707721832977 
1162,2604,7,88.26092320125785 
1163,2604,8,97.81200601216727 
1164,2604,9,1139.4524648689412 
1165,2604,10,468.3310690699967 
1166,2604,11,463.70654835903923 
1167,2628,1,1608.2798865016557 
1168,2628,2,1608.2722049688036 
1169,2628,3,169.04754397101425 
1170,2628,4,124.53299501225388 
1171,2628,5,125.60204319195658 
1172,2628,6,122.3568734676729 
1173,2628,7,126.16928079367926 
1174,2628,8,134.72657400219762 
1175,2628,9,953.4811641395805 
1176,2628,10,404.8223420146541 
1177,2628,11,396.8166426290347 
1178,2673,1,1723.8110319166967 
1179,2673,2,1723.8125307207958 
1180,2673,3,373.3422788430298 
1181,2673,4,80.73252077935318 
1182,2673,5,87.09790795548079 
1183,2673,6,83.63845149399413 
1184,2673,7,79.39313568216193 
1185,2673,8,72.85056047413016 
1186,2673,9,1108.3743167891637 
1187,2673,10,421.20322085455797 
1188,2673,11,416.8660226503867 
1189,2684,1,1710.8302018215666 
1190,2684,2,1710.8324528583526 
1191,2684,3,377.4775105901791 
1192,2684,4,88.29122294728778 
1193,2684,5,98.0579548313504 
1194,2684,6,91.7296978425912 
1195,2684,7,87.30948673726607 
1196,2684,8,74.15847411042421 
1197,2684,9,1099.7670927248876 
1198,2684,10,404.44816958210794 
1199,2684,11,400.3180863517652 
1200,2685,1,1717.650237095797 
1201,2685,2,1717.6524668614854 
1202,2685,3,381.00562216049167 
1203,2685,4,90.355264979603 
1204,2685,5,98.89059366769415 
1205,2685,6,93.6223476122759 
1206,2685,7,89.24284434622652 
1207,2685,8,78.10010231057531 
1208,2685,9,1106.2126260935836 
1209,2685,10,411.07262677858137 
1210,2685,11,406.9773982522409 
1211,2690,1,1718.0222445338786 
1212,2690,2,1718.0248306610274 
1213,2690,3,386.7586344382993 
1214,2690,4,96.72972311966231 
1215,2690,5,105.56102707015239 
1216,2690,6,100.05248361219303 
1217,2690,7,95.65814474613884 
1218,2690,8,83.55067200370875 
1219,2690,9,1108.4280906012332 
1220,2690,10,409.4509604908791 
1221,2690,11,405.4988409319523 
1222,2706,1,1804.9473193196977 
1223,2706,2,1804.9475865400989 
1224,2706,3,409.5744314176816 
1225,2706,4,129.971785787049 
1226,2706,5,122.42835165695597 
1227,2706,6,130.3703025513936 
1228,2706,7,127.93959779291694 
1229,2706,8,139.2701082590258 
1230,2706,9,1180.638362353293 
1231,2706,10,505.75627471373315 
1232,2706,11,501.44739916881457 
1233,2710,1,1743.7321346578094 
1234,2710,2,1743.7328764481344 
1235,2710,3,374.2557562078346 
1236,2710,4,82.00819075863382 
1237,2710,5,82.68576270007303 
1238,2710,6,83.92644596053388 
1239,2710,7,80.25837633364685 
1240,2710,8,82.65580662531488 
1241,2710,9,1123.755070121334 
1242,2710,10,444.71201382535173 
1243,2710,11,440.2229539254235 
1244,2711,1,1737.1763421065416 
1245,2711,2,1737.1774519935136 
1246,2711,3,375.5914623141996 
1247,2711,4,82.50998743642975 
1248,2711,5,85.41247020926771 
1249,2711,6,84.8345643131026 
1250,2711,7,80.90097177611398 
1251,2711,8,79.82381095872125 
1252,2711,9,1119.2794834309952 
1253,2711,10,436.2321766869637 
1254,2711,11,431.83519457189243 
1255,2713,1,1750.821858621063 
1256,2713,2,1750.822935202058 
1257,2713,3,383.74388313914034 
1258,2713,4,91.58530130681287 
1259,2713,5,92.00946473932373 
1260,2713,6,93.49325093927094 
1261,2713,7,89.83409622377208 
1262,2713,8,91.73193489341217 
1263,2713,9,1132.2786791792025 
1264,2713,10,449.3831300889344 
1265,2713,11,445.0567882160572 
1266,2723,1,1745.3068823638368 
1267,2723,2,1745.3093789831119 
1268,2723,3,401.5149279519186 
1269,2723,4,108.45308919811461 
1270,2723,5,112.82263158198171 
1271,2723,6,111.10400444357288 
1272,2723,7,106.98739402132355 
1273,2723,8,101.55155112766151 
1274,2723,9,1134.2104295040535 
1275,2723,10,436.12159843537097 
1276,2723,11,432.29114262943637 
1277,2733,1,1574.0356513799766 
1278,2733,2,1574.0379738542883 
1279,2733,3,322.7607569612623 
1280,2733,4,137.50386494467216 
1281,2733,5,157.00297625364104 
1282,2733,6,140.82444886963987 
1283,2733,7,138.88624103761038 
1284,2733,8,110.89274635498712 
1285,2733,9,969.418217961036 
1286,2733,10,276.66029585244826 
1287,2733,11,271.31911959037706 
1288,2750,1,1778.72115086938 
1289,2750,2,1778.7228504425716 
1290,2750,3,411.2420925518372 
1291,2750,4,120.77373571691369 
1292,2750,5,119.10625598870665 
1293,2750,6,122.36403147248963 
1294,2750,7,118.93806785214039 
1295,2750,8,122.13931687028148 
1296,2750,9,1162.362200026644 
1297,2750,10,472.497461040446 
1298,2750,11,468.5474940173735 
1299,2756,1,1635.0937435724595 
1300,2756,2,1635.0954920844667 
1301,2756,3,332.6143012534462 
1302,2756,4,88.19411466904131 
1303,2756,5,107.27742707015811 
1304,2756,6,92.13485386279956 
1305,2756,7,88.9942432828897 
1306,2756,8,59.65983233557321 
1307,2756,9,1024.5244673715747 
1308,2756,10,336.48459350358706 
1309,2756,11,331.55627562493913 
1310,2757,1,1601.3199348249343 
1311,2757,2,1601.3221668629806 
1312,2757,3,328.63128759040666 
1313,2757,4,116.10321452921885 
1314,2757,5,135.66310379422458 
1315,2757,6,119.71946403782263 
1316,2757,7,117.27064332839724 
1317,2757,8,88.28290460420635 
1318,2757,9,994.8741639354055 
1319,2757,10,302.0566595979159 
1320,2757,11,296.99575809316957 
1321,2760,1,1621.787634583706 
1322,2760,2,1621.7898002929526 
1323,2760,3,334.4276579177562 
1324,2760,4,101.92148085724642 
1325,2760,5,121.23777697611845 
1326,2760,6,105.76927912310742 
1327,2760,7,102.85041185146233 
1328,2760,8,73.45370176142043 
1329,2760,9,1014.0305436790267 
1330,2760,10,321.31847445132047 
1331,2760,11,316.44114369384715 
1332,2761,1,1628.6046623754225 
1333,2761,2,1628.6068059477916 
1334,2761,3,336.6062926307403 
1335,2761,4,97.69137089425065 
1336,2761,5,116.83128362819589 
1337,2761,6,101.61117792935052 
1338,2761,7,98.52127642362248 
1339,2761,8,69.15492740232283 
1340,2761,9,1020.4199819824902 
1341,2761,10,327.7698300544359 
1342,2761,11,322.94907859781415 
1343,2812,1,1709.3593860028013 
1344,2812,2,1709.3598477642947 
1345,2812,3,348.98832177266775 
1346,2812,4,56.586987449425045 
1347,2812,5,64.55018058548615 
1348,2812,6,59.643874770731664 
1349,2812,7,55.33068436235582 
1350,2812,8,49.620595420781136 
1351,2812,9,1089.1955294236257 
1352,2812,10,414.2352541431743 
1353,2812,11,409.41563009847596 
1354,2835,1,1670.2801832712144 
1355,2835,2,1670.282931409026 
1356,2835,3,364.4212148579871 
1357,2835,4,93.47967847111869 
1358,2835,5,109.35448819269916 
1359,2835,6,97.55908415956281 
1360,2835,7,93.40302706110471 
1361,2835,8,68.86588791735002 
1362,2835,9,1063.4880317405791 
1363,2835,10,363.0265025860888 
1364,2835,11,358.8200725598956 
1365,2841,1,1657.4871884485688 
1366,2841,2,1657.4907211023299 
1367,2841,3,371.4135217431831 
1368,2841,4,109.8451696579113 
1369,2841,5,126.63944657240795 
1370,2841,6,113.95858718734475 
1371,2841,7,109.9715992271834 
1372,2841,8,83.57627502237587 
1373,2841,9,1055.47117458051 
1374,2841,10,346.4152518230775 
1375,2841,11,342.45881163889607 
1376,2843,1,1684.7499411670706 
1377,2843,2,1684.7533674686588 
1378,2843,3,382.3999779540934 
1379,2843,4,105.39857668841414 
1380,2843,5,119.42195150724632 
1381,2843,6,109.3518779512851 
1382,2843,7,105.00968622515164 
1383,2843,8,83.38565838652383 
1384,2843,9,1080.9652843047452 
1385,2843,10,373.0694814401359 
1386,2843,11,369.25619346285237 
1387,2845,1,1651.1324665909663 
1388,2845,2,1651.1363958123916 
1389,2845,3,375.2288755487165 
1390,2845,4,118.35506613867645 
1391,2845,5,135.4822082344519 
1392,2845,6,122.47105861545111 
1393,2845,7,118.56133007921486 
1394,2845,8,91.56605481463177 
1395,2845,9,1051.5668777173196 
1396,2845,10,338.21086521150056 
1397,2845,11,334.38981530635476 
1398,2849,1,1651.6225174728913 
1399,2849,2,1651.6268163303043 
1400,2849,3,381.5498388350803 
1401,2849,4,124.77990662831638 
1402,2849,5,141.73533134732824 
1403,2849,6,128.89554564166593 
1404,2849,7,124.9501804224254 
1405,2849,8,98.15708316060852 
1406,2849,9,1054.0639546662596 
1407,2849,10,336.78114644982804 
1408,2849,11,333.13781166377663 
1409,2860,1,1784.4632709206442 
1410,2860,2,1784.4635785210362 
1411,2860,3,395.4334181180346 
1412,2860,4,111.44029840208475 
1413,2860,5,105.49839257346292 
1414,2860,6,112.145724310471 
1415,2860,7,109.43944904232623 
1416,2860,8,119.277085369179 
1417,2860,9,1160.9885470764414 
1418,2860,10,486.0079082815287 
1419,2860,11,481.6048464880832 
1420,3189,1,712.0823808442036 
1421,3189,2,712.0530209427347 
1422,3189,3,833.8851400024253 
1423,3189,4,1028.2198202296443 
1424,3189,5,1040.168457517435 
1425,3189,6,1028.6459229448437 
1426,3189,7,1030.2818072526738 
1427,3189,8,1017.1071568973782 
1428,3189,9,54.977013216149366 
1429,3189,10,755.907910512275 
1430,3189,11,752.4040830122905 
1431,3251,1,601.0897111025624 
1432,3251,2,601.0512814664884 
1433,3251,3,962.5024941831648 
1434,3251,4,1160.1525368704697 
1435,3251,5,1172.0823879053426 
1436,3251,6,1160.576246107178 
1437,3251,7,1162.2145336661401 
1438,3251,8,1149.0103239364516 
1439,3251,9,120.41793479190221 
1440,3251,10,880.97184553203 
1441,3251,11,877.9352410496483 
1442,3278,1,615.3141540633015 
1443,3278,2,615.2834374363921 
1444,3278,3,929.8838649495383 
1445,3278,4,1118.0059229113397 
1446,3278,5,1130.4816066170033 
1447,3278,6,1118.5753640007035 
1448,3278,7,1120.0656468075022 
1449,3278,8,1105.94201484245 
1450,3278,9,111.63767902877005 
1451,3278,10,828.661950965903 
1452,3278,11,825.9112977942008 
1453,3279,1,628.2027869998461 
1454,3279,2,628.1726608955497 
1455,3279,3,916.3026147526954 
1456,3279,4,1104.600470756521 
1457,3279,5,1117.0462042089864 
1458,3279,6,1105.1615355210058 
1459,3279,7,1106.6603989460477 
1460,3279,8,1092.5943126909117 
1461,3279,9,101.86742914519674 
1462,3279,10,816.5962464788662 
1463,3279,11,813.7747542916472 
1464,3283,1,602.5392931859988 
1465,3283,2,602.5109753530363 
1466,3283,3,937.989356983643 
1467,3283,4,1121.5196356065542 
1468,3283,5,1134.277461006801 
1469,3283,6,1122.1662969138715 
1470,3283,7,1123.5770826553264 
1471,3283,8,1108.9634906452152 
1472,3283,9,130.66590700722054 
1473,3283,10,825.6884090905082 
1474,3283,11,823.179969362315 
1475,3296,1,583.0832650414702 
1476,3296,2,583.0540639542988 
1477,3296,3,958.3386159526457 
1478,3296,4,1141.7024574045224 
1479,3296,5,1154.4979422812085 
1480,3296,6,1142.3598401398963 
1481,3296,7,1143.759524439736 
1482,3296,8,1129.0722509882023 
1483,3296,9,145.5082910944242 
1484,3296,10,844.1121327629872 
1485,3296,11,841.7020857607314 
1486,3347,1,616.5419790542995 
1487,3347,2,616.5172023050345 
1488,3347,3,919.4095366384054 
1489,3347,4,1098.4459458697725 
1490,3347,5,1111.4341854525803 
1491,3347,6,1099.1559845582274 
1492,3347,7,1100.5009716934755 
1493,3347,8,1085.4961070159245 
1494,3347,9,134.35607849322895 
1495,3347,10,798.5399407450038 
1496,3347,11,796.1448728847012 
1497,3353,1,641.2649516799137 
1498,3353,2,641.2420006212252 
1499,3353,3,893.025420892597 
1500,3353,4,1070.565244765283 
1501,3353,5,1083.5975688986914 
1502,3353,6,1071.2870618089291 
1503,3353,7,1072.6197725986908 
1504,3353,8,1057.5501603729863 
1505,3353,9,128.77536396082604 
1506,3353,10,771.0413026747573 
1507,3353,11,768.5813120343287 
1508,3357,1,619.8208999146423 
1509,3357,2,619.7981967721146 
1510,3357,3,914.0734195136079 
1511,3357,4,1089.9613758288178 
1512,3357,5,1103.1173262413342 
1513,3357,6,1090.7181466497277 
1514,3357,7,1092.0142893999443 
1515,3357,8,1076.7198552700265 
1516,3357,9,142.95785647455676 
1517,3357,10,786.6888008027445 
1518,3357,11,784.407776188414 
1519,3382,1,606.5880490120275 
1520,3382,2,606.5648921696779 
1521,3382,3,927.603250824824 
1522,3382,4,1103.4734590507153 
1523,3382,5,1116.6502751266673 
1524,3382,6,1104.2363276494016 
1525,3382,7,1105.5260713992172 
1526,3382,8,1090.189360663663 
1527,3382,9,149.47459277421265 
1528,3382,10,799.099207691857 
1529,3382,11,796.8845605078903 
1530,3433,1,747.0299026509598 
1531,3433,2,746.9961533209495 
1532,3433,3,813.2532297451642 
1533,3433,4,1019.159911195021 
1534,3433,5,1030.3260528471392 
1535,3433,6,1019.3814227962881 
1536,3433,7,1021.220729992367 
1537,3433,8,1009.3817441550651 
1538,3433,9,32.617713673264625 
1539,3433,10,765.4718358557719 
1540,3433,11,761.365404418116 
1541,3443,1,807.2633207781678 
1542,3443,2,807.2236923233507 
1543,3443,3,784.7775105505965 
1544,3443,4,1008.3686553923745 
1545,3443,5,1018.2137775503885 
1546,3443,6,1008.2589156139584 
1547,3443,7,1010.4167961951078 
1548,3443,8,1000.7921223595366 
1549,3443,9,94.95224090721628 
1550,3443,10,785.8073197576416 
1551,3443,11,780.8119894085255 
1552,3445,1,789.2827921886177 
1553,3445,2,789.2438425455882 
1554,3445,3,796.7539378101626 
1555,3445,4,1016.8661872383108 
1556,3445,5,1026.9959380102762 
1557,3445,6,1016.8265905616593 
1558,3445,7,1018.9181239607258 
1559,3445,8,1008.8164614831547 
1560,3445,9,75.76808438498183 
1561,3445,10,787.1309400535552 
1562,3445,11,782.341995945909 
1563,3510,1,646.1214858407401 
1564,3510,2,646.0790583335424 
1565,3510,3,936.3730597275012 
1566,3510,4,1144.2818965518027 
1567,3510,5,1155.4957297073108 
1568,3510,6,1144.5183151961023 
1569,3510,7,1146.3429876379378 
1570,3510,8,1134.3609382354998 
1571,3510,9,92.58689800583242 
1572,3510,10,881.8654471987759 
1573,3510,11,878.2570731947903 
1574,3526,1,698.3057191528633 
1575,3526,2,698.2671698369596 
1576,3526,3,875.0356005199455 
1577,3526,4,1083.4364874023781 
1578,3526,5,1094.5308101871074 
1579,3526,6,1083.6410074805112 
1580,3526,7,1085.4969894661233 
1581,3526,8,1073.7451390670292 
1582,3526,9,32.328861129304656 
1583,3526,10,827.1597906693953 
1584,3526,11,823.2576774324704 
1585,3547,1,682.7647099099464 
1586,3547,2,682.7386048626197 
1587,3547,3,856.0727768991519 
1588,3547,4,1041.989085564761 
1589,3547,5,1054.4830058142322 
1590,3547,6,1042.5620193347265 
1591,3547,7,1044.0487366548546 
1592,3547,8,1029.928659170405 
1593,3547,9,88.04129106398733 
1594,3547,10,756.304303221963 
1595,3547,11,753.2831965903229 
1596,3560,1,679.2278841931501 
1597,3560,2,679.2034342957438 
1598,3560,3,857.1625371859789 
1599,3560,4,1039.8009027436242 
1600,3560,5,1052.4871120973428 
1601,3560,6,1040.4263356515705 
1602,3560,7,1041.8590690698181 
1603,3560,8,1027.4068261883035 
1604,3560,9,101.52073723717677 
1605,3560,10,749.8363484352872 
1606,3560,11,746.9631559634463 
1607,3562,1,677.5519753431121 
1608,3562,2,677.528362740323 
1609,3562,3,857.7882216354294 
1610,3562,4,1038.7723240500636 
1611,3562,5,1051.5541765796902 
1612,3562,6,1039.424048235732 
1613,3562,7,1040.829617129404 
1614,3562,8,1026.2116398924181 
1615,3562,9,108.266094996751 
1616,3562,10,746.6745323021378 
1617,3562,11,743.8765251658666 
1618,3573,1,663.4507991351851 
1619,3573,2,663.431287177566 
1620,3573,3,868.4552824815513 
1621,3573,4,1041.0416150904114 
1622,3573,5,1054.3063644526544 
1623,3573,6,1041.8281092728944 
1624,3573,7,1043.0930581716548 
1625,3573,8,1027.6296265221993 
1626,3573,9,142.60315297203735 
1627,3573,10,737.7662318544554 
1628,3573,11,735.3931003686389 
1629,3577,1,662.1516610580516 
1630,3577,2,662.1330292888838 
1631,3577,3,869.3843493581 
1632,3577,4,1040.2735803727487 
1633,3577,5,1053.6309561015482 
1634,3577,6,1041.0862747663782 
1635,3577,7,1042.323617950818 
1636,3577,8,1026.697580749784 
1637,3577,9,149.33217708454083 
1638,3577,10,734.9230636666043 
1639,3577,11,732.6294376425466 
1640,3625,1,650.0229996563994 
1641,3625,2,649.9901007238624 
1642,3625,3,901.6407643669004 
1643,3625,4,1096.1826619914084 
1644,3625,5,1108.2251602314927 
1645,3625,6,1096.6351387800044 
1646,3625,7,1098.2444210931656 
1647,3625,8,1084.8754996693249 
1648,3625,9,73.33723283836378 
1649,3625,10,817.7133921697201 
1650,3625,11,814.5461397905021 
