Coor_ID,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,Model 13,Model 14,Model 15,Model 16,Model 17,Model 18,Model 19,Model 20,Model 21,Model 22,Model 23,Model 25,Model 26,Model 27,Model 28,Model 29,Model 30,Model 31,Model 32
1996,18.08875925,18.60715005,18.25248862,18.53632041,18.46446427,18.50141886,18.46087146,18.50141886,18.40492631,17.89269462,18.27866479,18.16934079,18.80578098,18.09902442,18.62049476,18.82733782,17.94863975,18.53478064,18.49371998,18.49371998,18.32845083,18.32845083,18.65590957,18.24427648,18.11904149,18.11750171,18.33768948,18.73957066,18.0574505,18.0574505,17.77926455
1997,8.099933509,11.02282083,13.67907001,16.6659505,10.61326465,12.85782453,10.78764599,12.85782453,14.61656973,10.95296164,15.99882186,11.41157925,16.8861936,10.14398151,10.68152401,16.89365947,11.40837959,16.63502047,14.55364313,14.55364313,14.93920187,14.93920187,15.4447478,13.6118772,13.64280723,13.14099424,11.51343502,13.94464161,15.5391377,15.5391377,8.452429135
1998,17.03921258,17.19811351,17.20277336,17.38683749,17.25775961,17.25589566,17.33278322,17.25589566,17.26288545,16.78525068,17.02010719,16.83464511,17.64499326,17.14499121,17.15291295,17.46325906,17.09559679,17.31274586,17.276865,17.276865,17.13054566,17.13054566,17.64732318,17.01078749,17.22001481,16.95999511,16.96931481,17.35375255,16.75402967,16.75402967,16.67760811
1999,20.86208069,21.02133321,20.96622678,21.41061716,21.05722823,21.08503422,21.36309419,21.08503422,21.21698631,20.0279008,20.84640821,20.55065352,21.76451166,20.32567774,20.60575996,21.47583486,20.79989637,21.38584455,21.30748219,21.30748219,21.01021081,21.01021081,21.58301434,20.81657997,21.06076717,20.79736855,20.57390945,21.30748219,20.52891429,20.52891429,19.86258152
2000,19.57269582,19.64671308,19.72267816,19.94570385,19.85415619,19.8463649,19.8716866,19.8463649,19.84587795,19.38667875,19.60629575,19.26201811,20.38347699,19.64233047,19.6827478,20.19405124,19.70417385,19.92086912,20.04212107,20.04212107,19.85172141,19.85172141,20.18139039,19.62480007,19.80156498,19.42271347,19.3686614,19.97199946,19.3818092,19.3818092,19.02292287
2001,16.27755467,16.58351861,16.52523976,16.6354232,16.53798826,16.49610033,16.65318004,16.49610033,16.54072007,16.09042493,16.27072511,16.17647729,16.91224772,16.41869874,16.52023142,16.6613755,16.37908734,16.5575663,16.58351861,16.58351861,16.3863722,16.3863722,16.86261964,16.33856534,16.47105864,16.26617208,16.3340123,16.62631714,16.07266811,16.07266811,15.98479453
2002,18.63624601,19.21857893,18.62085161,19.07578262,18.95050406,18.93351715,19.34969674,18.93351715,19.21910977,17.13343425,18.85123674,18.57519926,19.50523324,17.73700082,17.71842137,18.65217125,17.71311296,18.19511688,18.78328905,18.78328905,18.61925909,18.61925909,19.38473227,18.40214499,18.77691896,18.45947585,18.43877305,19.33217898,17.28578571,17.28578571,17.03682113
2003,18.52847216,18.89280033,18.79994231,18.85372893,18.78725679,18.68577262,18.97449508,18.68577262,18.84459535,18.32093703,18.49904175,18.40060211,19.20790867,18.71469561,18.78116773,18.90650069,18.61574855,18.70403977,18.80907588,18.80907588,18.6365528,18.6365528,19.13636234,18.57667714,18.78725679,18.57464746,18.61067434,18.96079472,18.21945286,18.21945286,18.22300481
2004,16.66080037,16.93055668,16.8908585,16.91572964,16.96929828,16.90999016,16.87220513,16.90999016,16.86503076,16.40682767,16.68519322,16.55653286,17.24718554,16.86503076,16.9841253,17.01521424,16.82533258,16.79567852,16.95542783,16.95542783,16.57470793,16.57470793,17.18979059,16.73732698,16.91572964,16.49387669,16.71628216,17.24240262,16.471397,16.471397,16.51253005
2005,18.63427667,18.75971644,18.21713967,18.93493389,18.79605414,18.7412987,19.09671137,18.7412987,18.89610729,16.52220946,18.68007214,18.16537087,19.38940416,16.94133757,17.26439475,18.89610729,17.86222476,18.39385044,18.6681255,18.6681255,18.18030418,18.18030418,19.30926209,18.03047334,18.76568976,17.94137128,17.69746063,19.08824916,17.2355237,17.2355237,16.87911546
2006,16.88665804,17.26132629,17.13922679,17.27855809,17.11116359,17.10033219,17.31843737,17.10033219,17.19683019,16.72664859,16.87090327,16.83053165,17.46318437,17.01565027,17.1554739,17.22341637,16.97281697,17.04469813,17.12051799,17.12051799,16.91127487,16.91127487,17.49617092,16.9344147,17.11214826,16.97774033,17.02746634,17.26821902,16.6168575,16.6168575,16.61833452
2007,17.67320121,17.39995178,17.39350071,17.77964407,17.72250592,17.72527066,17.66214221,17.72527066,17.60039614,16.70461726,17.47091369,17.13545741,18.07593307,17.18660528,17.26908697,18.00404959,17.34926472,17.81328186,17.72204512,17.72204512,17.40133416,17.40133416,18.16901298,17.30641109,17.5644544,17.03638721,17.17738944,18.07777624,17.28475389,17.28475389,16.94699365
2008,16.08469151,16.50560605,16.01993543,16.60858621,16.409821,16.27401311,16.85052214,16.27401311,16.63062127,14.70682596,16.26906647,16.0945848,17.27458454,15.32515661,15.24196304,16.12381498,15.17271001,15.64174191,16.05366255,16.05366255,15.8958196,15.8958196,16.69492765,15.93944002,16.10088053,15.86164278,15.9682205,16.87165779,14.77338083,14.77338083,14.62857904
2009,18.74257196,18.34780335,18.31001179,19.14040476,18.81202673,18.87484243,18.9907706,18.87484243,19.03366913,17.9106469,18.52859002,18.29571227,19.26195059,18.43257902,18.36006007,19.11486992,18.41470464,18.90650564,18.63736843,18.63736843,18.61183359,18.61183359,19.50197808,18.21093662,18.70120552,18.4044907,18.38099864,19.1031239,18.02504298,18.02504298,17.6568306
2010,16.07261875,16.2402618,16.22210399,16.45055458,16.32556128,16.31500442,16.3386518,16.31500442,16.32218308,15.85810321,16.00801073,15.98436334,16.68998433,16.08359789,16.10428936,16.43999772,16.02996901,16.54007682,16.42268446,16.42268446,16.25926416,16.25926416,16.66718149,16.08824292,16.21872579,15.94086906,16.03081356,16.40832713,15.88301743,15.88301743,15.47045506
2011,18.96751647,19.23169816,19.30866448,19.49900009,19.31802525,19.38979113,19.30086383,19.38979113,19.23637854,18.64300985,19.00703972,18.95087511,19.64097175,18.96595635,19.14953142,19.39759178,19.0091199,19.40279219,19.34714763,19.34714763,19.16617278,19.16617278,19.74862058,18.93111349,19.2675811,18.90719152,18.90823161,19.50316043,18.84374632,18.84374632,18.31694308
2012,18.35565203,18.32371144,18.36398435,18.75745532,18.56025693,18.65422705,18.58062484,18.65422705,18.57738449,18.03532037,18.30056609,18.12512433,19.0657514,18.25473829,18.27094004,18.88012568,18.30982423,18.85559161,18.69727741,18.69727741,18.5385003,18.5385003,18.95928278,18.28529016,18.48295146,18.01356374,18.19317166,18.77736032,18.0899434,18.0899434,17.61870405
2013,18.31158873,18.47975885,18.41025501,18.70722596,18.59495053,18.59738075,18.56967641,18.59738075,18.57648098,18.09724471,18.19299476,18.18424602,18.95413472,18.31450497,18.43650122,18.71305846,18.28339835,18.78450647,18.65813585,18.65813585,18.49531216,18.49531216,18.91670958,18.31158873,18.43893143,18.09189826,18.25326382,18.72326532,18.05398708,18.05398708,17.65543359
2014,18.52143243,18.84372496,18.81655649,19.02964246,18.93695006,18.93641734,18.8064349,18.93641734,18.83626694,18.3205989,18.58269464,18.54220831,19.10848426,18.67378889,18.78938803,18.91404332,18.56085333,18.90232359,18.83253794,18.83253794,18.73345297,18.73345297,19.2810839,18.52995586,18.79045346,18.40956229,18.51983428,19.01579187,18.37706668,18.37706668,18.07927904
2015,15.28920374,14.09006977,13.26560377,14.95774778,14.36849277,14.8143624,14.56982156,14.8143624,14.90717007,12.41363921,13.87597377,13.43992505,15.0937675,13.20766036,13.84552893,14.6184351,13.3976951,15.15514823,13.91771267,13.91771267,13.87744691,13.87744691,15.68154938,13.39082047,14.20251926,12.39988993,14.13770121,15.53325353,13.26069331,13.26069331,13.22681115
2016,15.49083507,16.14661111,15.05614926,16.03840807,15.61074841,15.26833964,15.64541086,15.26833964,15.76298213,13.5567642,15.2706817,15.10252199,17.2384782,14.0518751,14.45424053,15.17746782,14.33713767,15.89741622,15.74986661,15.74986661,15.39106344,15.39106344,16.53960832,15.22103008,15.2177512,15.0744173,15.09362217,16.48480418,13.88465221,13.88465221,12.98483382
2017,20.5127672,20.52342734,20.63535876,20.7947278,20.78353465,20.84323142,20.6374908,20.84323142,20.63589177,20.38164752,20.50210706,20.27184812,21.31387644,20.73343202,20.67266925,21.11986196,20.48824889,20.93064454,20.98874229,20.98874229,20.72810195,20.72810195,20.83736835,20.64228786,20.50743713,20.20202423,20.37471844,20.80059088,20.34007299,20.34007299,19.85770182
2018,17.82332081,18.53663268,17.34479647,18.26710081,17.95229602,17.58379543,17.97493249,17.58379543,18.08442981,15.49334421,17.49324957,17.32005429,19.25573526,16.17243817,16.62200889,17.45008236,16.58200024,18.29973944,18.12496487,18.12496487,17.78699719,17.78699719,18.82616885,17.3326886,17.4311309,17.45903166,17.35111363,18.70824866,15.90343272,15.90343272,14.94901619
2019,17.77518366,17.84847629,17.81945438,18.19870683,18.02605104,18.05408916,17.95767739,18.05408916,18.02359156,17.36494172,17.67385292,17.59662511,18.28183739,17.68172327,17.78010263,18.13230076,17.65417704,18.24445324,17.88979562,17.88979562,17.82486525,17.82486525,18.47810422,17.54497595,17.88586045,17.39052035,17.63991203,18.16722543,17.46430487,17.46430487,17.08357673
2020,18.76332737,18.9681246,18.95426614,19.18421391,19.09387729,19.04716915,19.01842568,19.04716915,19.01226636,18.5549372,18.697628,18.70994664,19.37412613,18.86033658,18.88856678,19.12416059,18.73612373,19.23451498,19.08977108,19.08977108,18.946567,18.946567,19.42391393,18.77256634,18.93989441,18.6026719,18.80284965,19.16676252,18.56674256,18.56674256,18.15150206
2021,20.97976209,21.21591071,21.21307239,21.49066056,21.34363532,21.32092873,21.29254548,21.32092873,21.24259096,20.78391767,20.92980756,20.87360873,21.64563309,21.07626513,21.16822686,21.41459344,21.01722797,21.53039711,21.37315391,21.37315391,21.16992984,21.16992984,21.72056488,21.01268665,21.18185081,20.84068417,21.03539325,21.47192761,20.77142903,20.77142903,20.30878208
2022,18.57458641,18.61923809,18.612566,18.98620306,18.8466024,18.84095678,18.72137239,18.84095678,18.79065949,18.14911234,18.42831365,18.33490439,19.10219479,18.4832301,18.57202021,18.95797499,18.45140935,19.06780786,18.66235006,18.66235006,18.59973505,18.59973505,19.30697663,18.35286771,18.63155579,18.07879876,18.42728718,18.93744547,18.24919369,18.24919369,17.92842012
2023,18.55210304,18.57727689,18.5320667,18.90248199,18.79870405,18.79305279,18.63687213,18.79305279,18.69543988,18.12414751,18.37383104,18.26080558,19.06688266,18.4580864,18.55878181,0,18.40722494,19.03194752,18.66564225,18.66564225,0,18.5685431,0,18.31063954,18.55878181,0,18.42572001,0,18.18477026,18.18477026,17.94125176
2024,16.79712319,16.51386568,16.11534525,16.86245441,16.70705943,16.62119554,16.86292106,16.62119554,17.06404788,14.91931728,16.41026904,16.25580736,17.34170557,15.38130233,15.82415466,16.54233143,15.64402716,17.01551613,16.4751336,16.4751336,16.58852993,16.58852993,17.62122985,15.98748271,16.55353107,15.85308706,16.33373818,17.32817267,15.4615664,15.4615664,14.48813122
2025,19.39680273,19.66584968,19.6001768,19.84856858,19.72569674,19.69338991,19.6955084,19.69338991,19.62506894,19.19819522,19.31630049,19.2982934,20.01328039,19.47253838,19.58216972,19.77654026,19.393625,19.9047083,19.77812912,19.77812912,19.54297784,19.54297784,20.04611683,19.42963916,19.54615556,19.27075316,19.43652422,19.83215035,19.1950175,19.1950175,18.77767695
2026,17.82758232,17.36626717,17.01343928,17.77333869,17.61598332,17.73522156,17.75672353,17.73522156,17.91261286,15.92661208,17.30176124,17.12436993,18.18138757,16.43679535,16.87856324,0,16.68113599,18.02110011,17.37995024,17.37995024,0,17.42295421,18.56891184,16.81894412,17.49185827,16.58535446,17.20304763,0,16.6601227,16.6601227,15.49999331
2027,17.24296977,17.2848968,17.2782266,17.62507753,17.49691421,17.49024399,17.37875619,17.49024399,17.44259963,16.84799804,17.10718334,17.02047062,17.73227733,17.15816282,17.24106399,17.59887313,17.1286233,17.70178494,17.32587095,17.32587095,17.2663155,0,17.92857209,17.03714614,17.295855,16.78224882,0,17.57933894,16.94090453,16.94090453,16.6431273
2028,18.64436312,18.8533399,18.86192107,19.10421299,18.96287604,18.93208477,18.91997017,18.93208477,18.86545449,18.48132085,18.59388563,18.54189383,19.22939714,18.72563186,18.83264413,19.03102064,18.67263051,19.1360138,18.97347631,18.97347631,18.80387196,18.80387196,19.31419932,18.66960185,18.82153908,18.49696886,18.6807069,19.02546811,18.4581012,18.4581012,18.06690071
2029,19.68821457,19.95329658,19.88279022,20.09704207,20.00904577,19.95548281,19.9571225,19.95548281,19.9292479,19.48981298,19.58655424,19.59857859,20.36376376,19.75926747,19.90355954,20.05932937,19.59092673,20.18995742,20.03692038,20.03692038,19.83359975,19.83359975,20.3255045,19.72702039,19.80025954,19.52643255,19.77074525,20.08064525,19.4684971,19.4684971,19.11924473
2030,20.15160427,19.974107,19.52577805,20.31075835,19.96925145,20.10089076,20.02913655,20.10089076,20.27299298,17.84845588,19.67036549,19.43837818,20.67060843,18.16946157,18.90426788,20.22281897,18.84977783,20.60263075,20.12408949,20.12408949,19.96925145,19.96925145,20.89827969,19.37633506,19.7820431,19.25548586,19.47290653,20.42998903,19.00083933,19.00083933,17.20644449
2031,16.09905257,15.49554153,15.11761252,16.10402533,15.80294791,15.98287105,16.01135135,15.98287105,16.19308276,14.33010973,15.55566661,15.32918043,16.34633387,15.01906166,15.20214928,15.96433625,15.17276484,16.32192219,15.42953958,15.42953958,15.53667974,15.53667974,16.75409939,14.91056529,15.73694595,14.66328399,15.49237705,16.43313097,14.91825044,14.91825044,14.19810581
2032,18.41314565,18.63064643,18.1260254,18.67481877,18.43523182,18.33200297,18.64024911,18.33200297,18.66617635,16.47532411,18.0626477,17.96806127,19.15159201,16.99578956,17.54554319,18.36369182,17.29251248,18.91008452,18.58839462,18.58839462,18.4069039,18.4069039,19.1823206,18.03720059,18.14907185,17.88691859,18.03287938,18.88223673,17.02699828,17.02699828,16.11090228
2033,17.84158995,18.23145076,17.38727215,18.11605196,18.20597985,17.98817762,18.2002619,17.98817762,18.21013837,17.65497658,18.29434831,17.55257314,18.1825882,17.66485305,17.76621686,17.99597483,17.62118864,18.10409623,17.78544999,17.78544999,18.07342718,18.07342718,18.50591276,18.39259323,17.79948498,18.03548073,17.72567134,18.19922227,17.6632936,17.6632936,17.71423543
2034,16.47381463,16.61958453,16.35256678,16.59460838,16.92838057,16.58098502,16.79577991,16.58098502,16.72493847,16.55918765,16.54556431,16.3843546,16.79532581,16.49788256,16.58325558,16.88296939,16.44656792,16.66953683,16.65772992,16.65772992,16.70813634,16.70813634,16.76535443,17.07596691,16.57054046,16.4760852,16.48743799,16.64138189,16.32441185,16.32441185,16.35937845
2035,19.1426941,19.38154007,18.76534884,19.31986868,19.59111825,19.24513133,19.44268882,19.24513133,19.40714937,19.07213785,19.36220243,18.93520646,19.50592812,18.99896841,19.05593605,19.47979618,18.98433452,19.38310798,19.21743145,19.21743145,19.43798507,19.43798507,19.61829547,19.78972103,19.14582994,19.17196188,19.00314952,19.42178326,18.9383423,18.9383423,18.94043285
2036,17.52020135,17.72717813,17.10193577,17.71711676,17.8670791,17.64477071,17.80862733,17.64477071,17.75736225,17.31322457,17.79856595,17.23081714,17.84983103,17.33526376,17.37934215,17.78035967,17.26435505,17.74730087,17.54942724,17.54942724,17.72813636,17.72813636,17.99500226,18.04147621,17.48522611,17.58967272,17.3218486,17.80287797,17.29549739,17.29549739,17.30699609
2037,17.10033928,17.65673437,16.86108939,17.27931303,17.36694526,17.32011534,17.52690885,17.32011534,17.57652074,17.34283481,17.52180856,17.0270806,17.8296805,17.13001369,17.67945383,17.47776062,17.1174948,17.37158189,17.44854988,17.44854988,17.38549177,17.38549177,17.87790142,17.29090459,17.26818514,17.37621851,17.06741924,17.57466609,16.92692949,16.92692949,17.0790108
2038,16.24245316,16.72810193,16.0655672,16.40133548,16.55121596,16.13533139,16.64393481,16.13533139,16.51610882,16.51160791,16.6286317,16.26990876,16.80191694,16.36667843,16.76545953,16.66508912,16.30906672,16.4958547,16.58677319,16.58677319,16.58317246,16.58317246,16.90048699,16.45939729,16.49990553,16.43149162,16.34237349,16.63583317,16.21319722,16.21319722,16.26135702
2039,16.21328318,16.96525044,15.72915373,16.57764366,16.42351059,16.48920666,16.9910235,16.48920666,17.00011988,16.45282115,16.6514254,16.29919342,17.02943044,16.31485941,17.0066895,16.41694098,16.46949783,16.33962176,16.32900933,16.32900933,16.553892,16.553892,17.0885569,16.68831626,16.35377168,16.60190067,16.29009704,17.05520351,16.05965547,16.05965547,16.31789153
2040,19.39199951,19.89861926,18.77502695,19.68644089,19.52843572,19.50185073,19.87103105,19.50185073,19.81635625,19.41507328,19.78124399,19.19135803,20.0927399,19.19587246,20.05812925,19.78977125,19.4030348,19.40203159,19.71553391,19.71553391,19.71252428,19.71252428,20.2010863,19.49332346,19.68543768,19.72857561,19.2008885,19.99241915,18.86882684,18.86882684,19.24703605
2041,16.5074181,17.05763441,16.13132087,16.73029052,16.66760765,16.60817501,16.91091006,16.60817501,16.87097875,16.62999793,16.88908713,16.46609383,17.0734212,16.40062505,17.14585475,16.71171782,16.52227625,16.65042791,16.81386768,16.81386768,16.68664467,16.68664467,17.13888999,16.61235387,16.7112535,16.84033379,16.49813174,16.93737616,16.30126109,16.30126109,16.51902603
2042,15.81743378,16.07185553,15.23548611,16.18632127,15.59764033,16.02760826,16.24114939,16.02760826,16.20171162,14.35438849,16.11754563,14.85120827,16.30944408,15.01232602,15.53704082,15.53655987,15.1114014,15.94151849,14.95124556,14.95124556,15.2234624,15.2234624,16.8442588,15.88380466,15.54810263,15.50770295,14.62804818,16.59801316,15.44806534,15.44806534,14.83918456
2043,20.04601813,20.51380669,20.09324143,20.52658477,20.5015842,20.33491368,20.52436249,20.33491368,19.85045806,20.30324628,20.44102724,20.12713111,20.69769984,20.07490768,20.38158143,20.5488075,20.09990826,20.49380623,20.58325274,20.58325274,20.46269441,20.46269441,20.81159135,20.31824662,20.4293603,20.122131,20.05546279,20.3276913,20.84159204,20.84159204,19.9499048
2044,15.96612282,16.35776136,16.00607646,16.30572872,16.27646036,16.20491547,16.38888802,16.20491547,15.82674968,16.14870165,16.36240713,16.04184889,16.41304605,16.00235984,16.24393996,16.30154752,16.05114044,16.27878325,16.34428862,16.34428862,16.19469478,16.19469478,16.57471889,16.14126841,16.22442772,16.04138432,16.00189527,16.13337059,16.54637969,16.54637969,15.89829456
2045,14.83873107,15.14465991,14.31434916,15.30164349,14.77253318,15.17539465,15.43687634,15.17539465,15.33947086,13.35211547,15.19856392,13.98146833,15.42221823,14.09400474,14.69498707,14.64770286,14.24200432,15.0165197,13.9408039,13.9408039,14.36730749,14.36730749,15.99293866,15.04205317,14.59001612,14.66188812,13.73890033,15.68228139,14.52098117,14.52098117,13.94033106
2046,0,0,0,0,19.28088212,0,20.81254527,0,0,0,0,0,27.90928203,0,9.14295022,7.712260631,3.937969633,0.721108126,0,0,0,0,0,0,0,2.456562722,0,0,0,0,0
2047,17.4196641,17.81165092,17.3073937,17.77134872,17.6365283,17.72912738,17.81309029,17.72912738,17.60870059,17.30019689,17.74400081,17.2997171,17.92584048,17.26181383,17.59478673,17.73152633,17.3073937,17.76079339,17.69122413,17.69122413,17.59094843,17.59094843,18.14894191,17.51322277,17.56647924,17.47627909,17.16537645,17.75407636,17.86634675,17.86634675,17.2435819
2048,17.8029707,18.21842762,17.84491113,18.23076305,18.20806588,0,18.22878938,18.05856058,17.62731433,18.02402141,18.1557637,17.87599639,18.38273541,17.82912179,18.10099443,18.25049971,17.85181896,18.20658562,18.28059813,18.28059813,18.17402011,18.17402011,0,18.04622517,18.14392169,0,0,18.05411983,18.50806327,0,17.71612935
2049,14.42417062,14.70625006,13.88243457,14.84123562,14.23940634,14.63449695,15.0322783,14.63449695,14.86321001,12.94202026,14.82419425,13.46581804,14.92644245,13.59945822,14.16182328,14.13401895,13.78287712,14.50713517,13.45864272,13.45864272,13.77032033,13.77032033,15.47759609,14.62418244,14.21743194,14.14926648,13.2034707,15.10986135,14.08334331,14.08334331,13.42680227
2050,17.04242112,17.60769476,16.38556684,17.77664525,17.27663599,17.83559372,18.15138904,17.83559372,17.99770199,15.5913416,17.80138256,16.19977392,18.0308605,16.59767603,17.02926298,17.20610837,16.58978116,17.23031935,16.27240685,16.27240685,16.96505127,16.96505127,18.83929653,17.54453569,16.94189294,17.04189479,15.96292743,18.41665712,16.56504385,16.56504385,15.84450418
2051,16.17699298,16.69214047,16.09574945,16.50832132,16.35854275,16.52511468,16.62542093,16.52511468,16.70984157,16.31678631,16.56823275,16.19197083,16.72799655,16.06352437,16.60953532,16.47064974,16.16337674,16.55507039,16.58411835,16.58411835,16.4606645,16.4606645,17.00213672,16.36398925,16.42617005,16.44977152,16.1356904,16.51876043,16.72436556,16.72436556,16.17790073
2052,17.19347758,17.63515011,17.19774266,17.55127024,17.5005632,17.48682017,17.61951149,17.48682017,17.10533263,17.31669095,17.60434676,17.22665041,17.78632344,17.18494742,17.48350289,17.61429861,17.21622466,17.62235487,17.59581661,17.59581661,17.54037059,17.54037059,17.98867769,17.37592814,17.47212934,17.28067473,17.10059366,17.54605737,17.80622713,17.80622713,17.07737267
2053,17.85566452,17.78671041,18.10586939,18.01524401,18.58657799,18.13197346,18.40089445,18.13197346,17.94727496,17.8487691,18.1344361,17.62811598,18.23688219,17.90885768,17.81084435,18.43487897,17.7276069,18.05612395,18.2117632,18.2117632,18.26397131,18.26397131,18.10291422,18.07828776,17.94087209,17.59216134,17.76454659,17.76060636,17.73154714,17.73154714,17.39022434
2054,18.11412122,18.01733962,18.36804817,18.26029135,18.83948426,18.37203916,18.64492333,18.37203916,18.16999512,18.08768088,18.37952227,17.85969538,18.47630386,18.15453003,18.03180698,18.67884678,17.97194207,18.30868214,18.47231287,18.47231287,18.49925208,18.49925208,18.33961233,18.30369339,18.17947373,17.83974042,17.98940267,17.99040042,17.96146572,17.96146572,17.62322903
2055,16.04325135,16.51068237,15.87522644,16.32388871,16.57816046,16.37349181,16.4923605,16.37349181,16.49325425,16.27205123,16.4373949,16.12279506,16.61122919,16.09106695,16.47493239,16.35829807,16.07587321,16.36231994,16.43471366,16.43471366,16.50934174,16.50934174,16.7828291,16.12949819,16.33416683,16.33059184,16.07095758,16.37393869,15.98471076,15.98471076,16.21306377
2056,17.3760068,17.82812305,17.19466887,17.72934547,17.93181493,17.73180263,17.86350606,17.73180263,17.8802147,17.5647162,17.72443118,17.39566403,18.03648967,17.3661782,17.7426141,17.71067112,17.35536671,17.75145986,17.70526538,17.70526538,17.83352879,17.83352879,18.18883319,17.40598408,17.62614503,17.67774525,17.2909893,17.82468304,17.3199837,17.3199837,17.53916179
2057,17.22242098,17.59072412,17.08407122,17.42640425,17.85609124,17.50667544,17.59355721,17.50667544,17.14687162,17.39476796,17.17850792,17.30269217,17.73049043,17.24886326,17.47692788,17.6369981,17.21817133,17.48542719,17.55956,17.55956,17.59544595,17.59544595,17.88206133,17.28711012,17.5194244,17.36029856,17.10626384,17.46370676,17.16953643,17.16953643,17.30410873
2058,13.79914733,13.69875703,12.98270294,13.97138094,13.79962311,14.4295604,14.36295072,14.4295604,14.33345215,12.73339241,14.06225558,12.67439526,14.03180544,13.31765449,13.51177414,13.26674566,13.12638955,13.89430402,13.0816659,13.0816659,13.3690391,13.3690391,14.89107034,13.90001343,13.34715306,13.96376841,12.86423286,14.4814208,13.26722144,13.26722144,12.91704482
2059,18.33425484,18.86501108,18.27886282,18.74214153,18.97529156,18.80458344,18.81465471,18.80458344,18.81364758,18.41583218,18.80659768,18.34936174,19.03420853,18.64948578,18.63991806,18.83076875,18.50496297,18.87608949,18.7995478,18.7995478,19.03974773,19.03974773,19.07650789,18.51251642,18.65653567,18.63639312,18.22246366,18.79854067,18.75422705,18.75422705,17.88104741
2060,16.684903,16.49373547,15.79504753,17.14406661,16.86567606,16.95018749,16.99086143,16.95018749,17.08802696,15.38198105,17.17524996,15.41135667,17.50968015,16.03637958,15.86554902,16.87697439,16.32064524,16.81099222,15.99344598,15.99344598,16.85889708,16.85889708,17.76095473,16.48560068,16.37849263,16.54028453,15.38333685,17.4039279,16.31838558,16.31838558,15.30198896
2061,16.75821234,16.05030603,15.68178585,16.74492312,16.49805039,16.9580617,16.51593971,16.9580617,16.66518782,15.45689143,16.49447251,14.88443289,17.16200005,15.42520176,15.56218291,16.71476682,15.97517084,16.91512731,16.32835731,16.32835731,16.22766594,16.22766594,17.37871649,16.06001738,15.42622401,15.96085938,14.98512426,17.12622139,15.59847269,15.59847269,15.22024116
2062,19.49118675,19.12705323,19.40465998,19.60964604,20.07781771,19.70132321,19.65702974,19.70132321,19.48140098,19.12241787,19.5952249,19.11366218,19.85995564,19.24911778,18.89116476,19.90270398,19.27023445,19.78475975,19.77600406,19.77600406,19.58286393,19.58286393,19.73634595,19.27744501,19.0997561,19.07812439,18.81854406,19.54372087,18.99726307,18.99726307,18.62797913
2063,19.72556635,19.52063538,19.69534865,19.89093958,20.33321686,19.97115385,20.06455402,19.97115385,19.82665829,19.42119167,19.89918078,19.50415301,20.2013578,19.56294018,19.32174796,20.11619882,19.56074252,20.03598456,20.01290923,20.01290923,19.84588774,19.84588774,20.10521057,19.58656492,19.42558697,19.40415989,19.21461248,20.03268809,19.41954344,19.41954344,18.84925299
2064,16.68262969,16.52585747,16.54651009,16.87695215,17.18955783,16.9459507,16.99382724,16.9459507,16.80889235,16.37237089,16.82015741,16.39114601,17.15764013,16.46108331,16.31698429,17.05062197,16.5826522,16.97270524,16.87131961,16.87131961,16.79903541,16.79903541,17.13839564,16.54557134,16.39067663,16.42775748,16.13392692,17.0562545,16.35641204,16.35641204,15.91238054
2065,14.16466566,13.55092276,12.98055392,14.21454583,13.90572255,14.40365671,13.90919247,14.40365671,14.19806369,12.84696182,14.25401622,12.54030725,14.6365754,12.9996385,13.00310843,14.27830569,13.33708866,14.47565765,13.83111917,13.83111917,13.77213045,13.77213045,14.92024173,13.76258815,13.09896509,13.47415068,12.74633401,14.62963554,13.12412204,13.12412204,12.30478612
2066,15.65682342,15.82576996,15.45313575,16.17318116,16.13986776,16.11083751,16.27692862,16.11083751,16.23695253,15.40078612,16.17794022,15.48073829,16.50821882,15.4483767,15.55069643,16.0689578,15.57353991,16.15795218,15.84670981,15.84670981,15.99947557,15.99947557,16.63338203,15.65777523,15.40268975,15.62351001,15.39555117,16.24980199,15.32749663,15.32749663,14.7621206
2067,18.14815786,18.13909938,18.39726601,18.3600256,18.9025278,18.46067536,18.57793233,18.46067536,18.296113,18.16174558,18.45061038,18.19093401,18.60208827,18.27246032,17.99617673,18.5869908,18.22616143,18.40783424,18.54119516,18.54119516,18.39173027,18.39173027,18.48332156,18.18489502,18.07719979,17.98158251,17.92974788,18.42645445,18.08474851,18.08474851,17.45870702
2068,16.58408669,16.40901653,16.55868073,16.72266466,17.0959013,16.79195363,16.8556995,16.79195363,16.67785777,16.34850416,16.7286697,16.39700644,16.99058204,16.45659497,16.2482661,16.91713573,16.44181331,16.8436894,16.83814629,16.83814629,16.68802016,16.68802016,16.92267884,16.45567111,16.33464636,16.31755508,16.15726657,16.83121738,16.33418443,16.33418443,15.85008541
2069,15.64435237,15.63654364,15.85909238,15.82655601,16.29464587,0,16.01483312,15.91418729,15.77536547,15.65606546,0,15.68122692,16.0356564,15.75150547,15.51290545,16.02264185,15.71159419,15.86863639,15.98316439,15.98316439,15.85388656,15.85388656,15.93370911,15.6760211,0,15.50032472,0,0,15.59012509,15.59012509,15.04958759
