Coor_ID,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,Model 13,Model 14,Model 15,Model 16,Model 17,Model 18,Model 19,Model 20,Model 21,Model 22,Model 23,Model 25,Model 26,Model 27,Model 28,Model 29,Model 30,Model 31,Model 32
583,16.75678053,17.40546077,16.9006916,17.31168088,17.36743021,17.03725586,17.46423526,17.03725586,17.31686686,16.7883286,17.02774822,17.00008963,17.17209146,16.79092159,16.97761704,17.11115614,17.05497464,17.40070694,16.78919293,16.78919293,17.30174108,17.30174108,17.18419209,16.87000786,16.84407793,17.06491445,16.56749208,17.56795495,17.09559819,17.09559819,16.91365656
584,15.66900632,16.37346813,15.75824114,16.49050475,16.17212927,16.37167446,16.35956723,16.37167446,16.26270933,15.63133937,15.83581714,15.96540941,16.47660385,15.66093483,15.87393252,15.9483696,15.37932947,15.9205678,15.60981539,15.60981539,16.17168085,16.17168085,16.26629666,15.61116064,15.6851493,15.93671078,15.90218274,16.11338675,15.77169363,15.77169363,15.93402028
585,16.47619274,17.09496393,16.47953519,17.01014924,17.02226562,16.67047269,17.02519026,16.67047269,16.98340963,16.33915227,16.70306158,16.6441509,16.79623239,16.29068674,16.45195998,16.85723212,16.56226085,17.17643616,16.24138559,16.24138559,16.98382744,16.98382744,16.8288213,16.62158935,16.48747351,16.66754804,16.13568059,17.25373034,16.72019164,16.72019164,16.45572024
586,17.24701429,17.91513426,17.39958763,17.81816345,17.87599008,17.53659226,17.97518499,17.53659226,17.8235013,17.27993099,17.52591657,17.49433433,17.67493134,17.28304473,17.47031404,17.61176687,17.55438506,17.91513426,17.28082062,17.28082062,17.80882223,17.80882223,17.68738631,17.36355719,17.33731279,17.56506074,17.05262785,18.08283148,17.59664299,17.59664299,17.40981849
587,18.6179663,19.16528482,18.4887504,19.10611526,19.10655032,18.75718883,19.1774668,18.75718883,19.01475048,18.25990339,18.65973307,18.67931123,18.88205402,18.41913915,18.53921856,18.91468429,18.5814204,18.80113093,18.35170324,18.35170324,19.18747342,19.18747342,18.81113755,18.57924504,18.54487448,18.74196136,18.14025904,19.4093593,18.62623264,18.62623264,18.51311435
588,15.43266908,16.01517328,15.4721977,16.1437499,15.78060783,15.99910121,16.05948009,15.99910121,15.91483139,15.27672649,15.5013012,15.58296472,16.15895322,15.27933278,15.47871341,15.57123645,15.46698514,15.61641201,15.36707763,15.36707763,15.81709579,15.81709579,15.84098672,15.29062667,15.42485023,15.62423086,15.43266908,15.75932319,15.52171708,15.52171708,15.65116246
589,13.5625,14.20027778,13.65272222,14.20494444,14.12405556,14.0175,14.08866667,14.0175,14.13183333,13.56444444,13.82188889,13.76083333,14.02527778,13.54733333,13.70522222,13.82577778,13.75305556,13.97744444,13.46955556,13.46955556,14.0525,14.0525,13.99416667,13.7305,13.61811111,13.79427778,13.49366667,14.11394444,13.76122222,13.76122222,13.71066667
590,16.54882676,17.17032575,16.55218394,17.08513716,17.09730696,16.74396318,17.10024449,16.74396318,17.05827967,16.41118215,16.77669573,16.71752534,16.87027728,16.36250296,16.52448717,16.93154592,16.63527428,17.25215714,16.31298447,16.31298447,17.05869932,17.05869932,16.90300985,16.69486434,16.56015726,16.74102563,16.20681348,17.32979207,16.7939013,16.7939013,16.528264
591,15.33371044,15.93910687,15.29515016,16.05093169,15.70817362,15.59592036,15.9348224,15.59592036,15.94553359,15.25102006,15.4566749,15.44424992,15.75358908,15.26601573,15.42454133,15.51580066,15.55050492,15.78700798,15.03936696,15.03936696,15.8007183,15.8007183,15.74244943,15.44981973,15.29043724,15.65975905,15.29343637,16.03079466,15.35170524,15.35170524,15.48452399
592,0,16.06881615,15.41961905,16.18155098,15.83600362,15.72283686,16.06449682,15.72283686,16.07529517,15.37512983,15.58245825,15.56993216,15.88178865,15.39024753,15.55006318,15.64206517,15.67705184,15.91547952,15.16175434,15.16175434,15.92930141,15.92930141,15.87055836,15.5755473,15.41486778,15.78719506,15.41789132,16.16125008,15.47663437,15.47663437,15.61053397
593,14.97939803,15.48972636,15.17229726,15.48280803,15.45676257,15.59268734,15.60855879,15.59268734,15.55239826,15.08764949,15.27322343,15.19997056,15.44048415,14.98631635,15.23089955,15.3053733,14.71202505,15.39856723,15.09253301,15.09253301,15.43315886,15.43315886,15.40100899,14.98468851,15.03759336,15.26060765,14.99160684,15.51048133,15.19549399,15.19549399,15.23537611
594,17.72940729,18.33720322,17.43332384,18.3728027,18.06326091,17.84966406,18.19741016,17.84966406,18.13663056,17.21364903,17.69945163,17.70205647,18.007691,17.45546499,17.55271234,17.91652162,17.5370833,17.88743423,17.03651993,17.03651993,18.28033088,18.28033088,17.90002429,17.90393155,17.63954032,17.91304849,17.30047702,18.48871806,17.58223385,17.58223385,17.60394085
595,16.56183337,17.16710977,16.33612276,17.14301708,16.95830632,16.74527608,17.10666667,16.74527608,17.01536799,16.20466957,16.58127661,16.57366838,16.8378428,16.35260724,16.45743165,16.78247183,16.44559663,17.14808922,16.03390723,16.03390723,17.06270805,17.06270805,16.77401826,16.77444093,16.54788496,16.74612144,16.24947355,17.30659387,16.60325591,16.60325591,16.43291626
596,16.07926241,16.66690255,15.86012845,16.64351186,16.46418312,16.25736005,16.60822061,16.25736005,16.51958216,15.73250548,16.09813912,16.09075258,16.3472296,15.87613261,15.9779027,16.29347201,15.96641252,16.64843621,15.56671874,15.56671874,16.56554284,16.56554284,16.28526476,16.28567511,16.06572042,16.25818078,15.77600398,16.80232243,16.119478,16.119478,15.95410162
597,19.63571323,20.30712478,19.69916532,20.3233567,20.27121779,20.05921898,20.38730066,20.05921898,20.35877182,19.51077659,19.96477867,19.83935014,20.21317635,19.48716651,19.69473843,20.06020274,19.94067673,20.42369952,19.42371443,19.42371443,20.23826205,20.23826205,20.22055449,19.79655688,19.67604711,19.99134001,19.46257269,20.52010734,19.76064989,19.76064989,19.79901627
598,15.33641139,16.05804727,15.43843425,16.06728209,15.97097603,15.85092325,15.93095844,15.85092325,15.97977109,15.33201385,15.63016688,15.56068579,15.85971833,15.31838149,15.49824076,15.63368491,15.55277022,15.80562861,15.22647296,15.22647296,15.89050109,15.89050109,15.82058025,15.526385,15.39973593,15.59850461,15.25725572,15.95998217,15.56112554,15.56112554,15.50307805
599,17.10106105,17.76354412,17.25322927,17.66827359,17.72561234,17.38951905,17.82220607,17.38951905,17.67488959,17.1341411,17.37761024,17.34673553,17.52580885,17.13766964,17.32380003,17.46361837,17.40583855,17.76398519,17.13502323,17.13502323,17.65812904,17.65812904,17.53771767,17.21662068,17.1905977,17.4159831,16.90831465,17.93026756,17.44773994,17.44773994,17.26205061
600,19.96683833,20.7342006,20.12976788,20.66224432,20.58977408,20.21611542,20.75373158,20.21611542,20.5815505,19.98071561,20.20326608,20.2356464,20.39292226,20.0387946,20.2454119,20.42273272,20.26956865,20.63037797,19.92983225,19.92983225,20.62061248,20.62061248,20.40988339,20.05215791,19.95398898,20.28447388,19.72886864,20.97474015,20.22742283,20.22742283,20.10355525
601,16.31930814,16.53652853,16.09935542,16.35938234,16.09571231,16.14216195,16.40901971,16.14216195,16.10709703,15.31608692,15.67402241,16.05427194,16.33524674,15.76464476,16.02467168,15.92448618,16.04243184,16.18086999,15.57155996,15.57155996,16.55747641,16.55747641,16.08068448,16.10345392,15.64305598,16.38033022,15.85572248,16.51740221,15.76783248,15.76783248,16.1002662
602,16.9911205,17.1769708,16.89205678,17.09611109,17.08341061,16.96614289,17.4428341,16.96614289,17.1769708,16.56565453,16.89375017,16.85395535,17.26079394,16.43822643,16.72229374,17.06393655,16.87342941,17.35266072,16.65159443,16.65159443,17.20237174,17.20237174,16.97545657,16.77521239,16.67487864,17.0385356,16.40816864,17.40261593,16.77013221,16.77013221,16.77775249
603,19.10997901,19.31900556,18.99856167,19.22806234,19.21377807,19.0818866,19.61802305,19.0818866,19.31900556,18.6314558,19.00046623,18.95570884,19.41328178,18.48813691,18.80762852,19.19187551,18.97761139,19.5166047,18.72811273,18.72811273,19.34757411,19.34757411,19.09236174,18.86714633,18.75430057,19.16330696,18.4543308,19.57278952,18.86143263,18.86143263,18.87000319
604,18.37113765,18.62477161,18.25148154,18.45106237,18.46723212,18.30738266,18.9647982,18.30738266,18.61183582,17.94518042,18.26210738,18.26672731,18.64278932,17.99184168,18.27827712,18.42010887,18.35773986,18.67189485,18.14891918,18.14891918,18.62199965,18.62199965,18.31431254,18.14383726,18.08932212,18.474624,17.85278189,18.85438195,18.14476124,18.14476124,18.26118339
605,15.89464546,16.16459074,15.79692973,16.05795119,16.05705881,15.86742784,16.30514076,15.86742784,16.13692692,15.5671416,15.83664068,15.75231067,16.12800311,15.40829777,15.70099876,15.83530212,15.89643022,16.02671786,15.61042209,15.61042209,16.16459074,16.16459074,15.97228262,15.77729735,15.7134921,15.96157404,15.51806065,16.1940393,15.68627448,15.68627448,15.7416021
606,15.65939323,15.91209021,15.61453334,15.74047027,15.7968538,15.66556661,16.20388526,15.66556661,15.91949826,15.42439327,15.6458118,15.56308851,15.90056657,15.38488364,15.61082931,15.69067168,15.71495364,15.90056657,15.5215211,15.5215211,15.89562787,15.89562787,15.69972597,15.54868396,15.54045279,15.81990108,15.2988679,16.047493,15.53469097,15.53469097,15.60136347
607,15.30030407,15.48981463,15.19036228,15.3696059,15.22544097,15.06116997,15.54499941,15.06116997,15.28618703,14.62653627,14.9114438,15.08170385,15.35805559,14.80920221,14.98930141,15.14715558,15.00726855,15.436341,14.8250304,14.8250304,15.48596453,15.48596453,15.10095436,15.12576612,14.9388223,15.36233348,14.81904136,15.54414384,14.94908923,14.94908923,15.0637367
608,17.06665418,17.27008124,17.02836745,17.23271708,17.2257978,17.19535293,17.61512306,17.19535293,17.39462842,16.80095352,17.03897703,17.07218961,17.38494141,16.72899292,17.05050917,17.05788974,17.12708263,17.23133322,16.86184325,16.86184325,17.33143226,17.33143226,17.17828535,16.85676912,16.89136555,17.23686866,16.74790565,17.41031214,16.8535401,16.8535401,17.03713188
609,15.61134513,15.79920215,15.58700912,15.74412589,15.77742782,15.72918272,16.02804616,15.72918272,15.90935468,15.37097354,15.55797666,15.53705623,15.85641315,15.10797371,15.41964559,15.59597501,15.63482726,15.80389858,15.32102065,15.32102065,15.79023625,15.79023625,15.70826228,15.4947884,15.44910498,15.73217136,15.21385677,15.85726705,15.42348812,15.42348812,15.50418124
610,14.67253386,14.95210711,14.50159701,14.93263823,14.77104644,14.55182675,15.03660209,14.55182675,14.83724067,14.12584744,14.46888928,14.6156847,14.81777178,14.37894301,14.52573844,14.62502978,14.58453448,14.75157756,14.37076607,14.37076607,14.97196539,14.97196539,14.5035439,14.58258759,14.32559825,14.71809106,14.32676639,15.04477903,14.30496123,14.30496123,14.55182675
611,15.63216667,15.81883333,15.47972222,15.71383333,15.69555556,15.5295,16.0125,15.5295,15.75194444,15.14916667,15.52522222,15.4175,15.82,15.06788889,15.32416667,15.66716667,15.41594444,15.9425,15.29111111,15.29111111,15.89622222,15.89622222,15.53844444,15.46105556,15.28994444,15.6205,15.04222222,16.00355556,15.36966667,15.36966667,15.33466667
612,16.06710371,16.32295832,15.97696851,16.17219407,16.14390051,16.0036453,16.55011517,16.0036453,16.25626636,15.68473647,15.9648427,15.97050142,16.27405088,15.75304521,15.98020206,16.13985857,16.03719337,16.33265897,15.86621944,15.86621944,16.32053316,16.32053316,16.00162433,15.88279138,15.79144361,16.16087664,15.62491581,16.50444129,15.87430331,15.87430331,15.94665398
613,15.4851763,15.99153343,15.22947015,15.59681077,15.43293978,15.65410242,15.88326905,15.65410242,15.88326905,15.00451615,13.93156139,15.60228718,15.81039069,15.47043212,15.630933,14.76018409,15.59596824,13.70829244,14.44170989,14.44170989,15.55047193,15.55047193,15.44262882,14.60010446,14.1708383,15.7535203,15.41651056,15.64946854,14.8836139,14.8836139,14.2277087
614,17.19653683,17.38678581,17.09755594,17.30494448,17.2925183,17.17168449,17.65416276,17.17168449,17.38421488,16.76590569,17.09798443,17.05899196,17.46991262,16.63735909,16.92401802,17.27409329,17.07870244,17.56289467,16.85417437,16.85417437,17.41078118,17.41078118,17.18282519,16.97972155,16.87688427,17.24538454,16.60736488,17.61431331,16.97457968,16.97457968,16.98229248
615,18.78834821,18.99620773,18.68020506,18.90679069,18.89321428,18.76119538,19.28833465,18.76119538,18.99339882,18.31785534,18.68067322,18.63807138,19.08702925,18.17740972,18.49060346,18.87308374,18.65960637,19.18861825,18.41429468,18.41429468,19.02242425,19.02242425,18.77336733,18.55146324,18.43910674,18.84171754,18.14463907,19.2447965,18.54584541,18.54584541,18.55427215
616,17.13185273,17.33558149,16.94337185,17.25553006,17.20343311,17.01961131,17.51897974,17.01961131,17.25553006,16.57742247,16.99928079,16.94040699,17.34786452,16.52320774,16.7921636,17.15514812,16.90059304,17.45078778,16.7243952,16.7243952,17.36268886,17.36268886,17.01029316,16.92304134,16.72185388,17.10474537,16.47153434,17.53465118,16.84256635,16.84256635,16.84426056
617,18.13624525,18.21776016,17.79742316,18.22311216,18.06666939,17.85917688,18.46189321,17.85917688,18.13295172,17.27663341,17.80853883,17.90528633,18.28280742,17.54876149,17.72908236,18.11895421,17.80524529,18.32068303,17.66527018,17.66527018,18.40343303,18.40343303,17.79906992,17.83818061,17.49935851,18.06749277,17.35238465,18.5108845,17.56317069,17.56317069,17.80565698
618,16.69094993,16.92181839,16.58265164,16.76440807,16.77867995,16.63386246,17.23160188,16.63386246,16.90922556,16.30476997,16.59356542,16.59314566,16.93860882,16.34674605,16.60699776,16.73712363,16.68255471,16.96463399,16.48988449,16.48988449,16.92013934,16.92013934,16.64099839,16.48526712,16.43573534,16.78623564,16.2208178,17.13127904,16.48778569,16.48778569,16.5851702
619,15.4553041,16.19127096,15.54287182,16.07345258,15.99105932,15.7367149,16.20560022,15.7367149,15.90269553,15.45848838,15.76497539,15.63242971,15.78447911,15.48316656,15.54844431,15.70447406,15.58426747,16.18967883,15.35579533,15.35579533,15.86806647,15.86806647,15.72795813,15.35778551,15.57073427,15.5380954,15.16235028,16.47148766,15.6833782,15.6833782,15.32634074
620,16.94161942,17.67185371,17.00277885,17.6980649,17.41158129,17.30995548,17.71967761,17.30995548,17.5568924,16.97702751,17.10578419,17.24833621,17.29156168,17.10532434,17.19821308,17.16740345,17.34674311,17.37249444,16.85148975,16.85148975,17.48423684,17.48423684,17.23316132,16.67536902,17.04002632,17.0073773,16.81332259,17.95971685,16.95955339,16.95955339,16.76641838
621,17.42461195,18.20830738,17.50748549,18.15020581,17.99166514,17.73223493,18.23262896,17.73223493,17.91599799,17.41200077,17.72502853,17.62188701,17.76871731,17.44893353,17.51514229,17.65566698,17.56648785,18.1709242,17.30750804,17.30750804,17.91194439,17.91194439,17.72502853,17.25030728,17.52054709,17.48046152,17.0908658,18.55151192,17.6390022,17.6390022,17.2331921
622,14.31991986,15.0293173,14.5284927,15.17710842,14.86320839,14.73290241,15.09134794,14.73290241,14.93439792,14.47978407,14.62133051,14.68211221,14.97478028,14.53348846,14.63465253,14.50101604,14.66296182,14.74414286,14.41150874,14.41150874,14.74081236,14.74081236,14.76079538,14.2412367,14.515587,14.48811033,14.42732863,15.15004808,14.51308912,14.51308912,14.42274919
623,14.3307641,15.2111754,14.46257231,15.53985103,14.24246948,15.7392532,15.38649723,15.7392532,15.96400311,14.65352525,13.22264564,14.77519437,15.57998493,14.42159348,14.92854817,13.62525215,14.52298441,12.00299715,13.69453596,13.69453596,14.50228377,14.50228377,15.17061903,12.73470176,13.18589142,15.23398836,15.03162895,15.01177323,13.65440205,13.65440205,13.25348538
624,14.06341225,14.8459509,13.87684385,15.07227977,13.61468685,16.11784927,15.09194154,16.11784927,16.07328259,14.2307558,12.01115988,14.24124208,15.79102687,13.92577983,14.46101704,13.1095977,14.21895873,10.46923978,13.41151517,13.41151517,13.96597723,13.96597723,15.15180073,11.49558444,12.11558574,14.8459509,14.784344,14.58204618,12.6840295,12.6840295,12.67660172
625,14.31276852,15.35308428,14.40142393,15.53870653,14.18394113,16.46035333,15.46205654,16.46035333,16.37031269,14.65584646,12.94230374,14.71772054,16.1754555,14.34555255,14.91442472,13.62753613,14.68078079,11.68127296,13.8547156,13.8547156,14.35017002,14.35017002,15.52670111,12.51703484,13.05358473,15.11574637,15.2293361,15.06957168,13.64138853,13.64138853,13.04804377
626,15.99600907,16.65976636,16.04142624,16.68559999,16.46101418,16.2768455,16.69768345,16.2768455,16.46726426,15.97850888,16.22476159,16.18517782,16.31101253,16.01142591,16.07059323,16.17226101,16.14684406,16.56268197,15.85684089,15.85684089,16.47726436,16.47726436,16.29976241,15.78184006,16.09267681,16.00059246,15.7043392,17.00727019,16.13517727,16.13517727,15.77058994
627,14.76915078,15.57153858,14.98802267,15.63181385,15.30649839,15.15303156,15.59077537,15.15303156,15.37062102,14.93971697,15.09403876,15.14661931,15.4304688,14.98802267,15.10429837,14.96921337,15.1064358,15.23083369,14.86533472,14.86533472,15.14619182,15.14619182,15.2252764,14.70160828,14.97220576,14.97562564,14.88799138,15.66045529,15.00127469,15.00127469,14.91321295
628,17.06386688,17.88822654,17.31675243,17.90193435,17.69915323,17.5185882,17.96054708,17.5185882,17.72136933,17.31013487,17.48880916,17.44012277,17.65141221,17.31580707,17.47415597,17.28650071,17.39805396,17.67221027,17.27704704,17.27704704,17.57909167,17.57909167,17.53465943,16.96082192,17.30682609,17.21512552,17.09931813,18.18554433,17.39427249,17.39427249,17.1480045
629,13.95411111,14.65877778,14.12327778,14.65138889,14.46316667,14.34027778,14.67705556,14.34027778,14.50555556,14.12211111,14.23022222,14.24694444,14.37294444,14.1505,14.28738889,14.12833333,14.29166667,14.39238889,14.09177778,14.09177778,14.37994444,14.37994444,14.29905556,13.8565,14.14972222,14.05211111,13.96577778,14.85905556,14.1715,14.1715,13.96577778
630,14.6923683,15.49647477,14.67749318,15.32434839,14.93249523,15.0782714,15.27759801,15.0782714,15.2516728,14.66389306,13.87126169,14.81179426,14.92187015,14.70044336,14.92144514,14.56189225,14.77821898,12.16997298,14.58016739,14.58016739,15.04724615,15.04724615,14.88276983,13.11900563,14.10161354,14.97669559,14.6681431,15.43654928,14.75951883,14.75951883,14.2210395
631,14.64030767,15.70402675,14.73052541,15.89485379,14.50757895,16.83812511,15.81644465,16.83812511,16.746018,15.02148941,13.23791781,15.05502586,16.54574406,14.67526114,15.26002322,13.9402936,15.01771066,11.94841822,14.17174224,14.17174224,14.67951223,14.67951223,15.88257284,12.80383352,13.35316979,15.46029715,15.57696617,15.41306273,13.95351924,13.95351924,13.3446676
632,17.6209452,18.28027718,17.67205621,18.28198088,18.0886109,17.86074101,18.40081397,17.86074101,18.06816651,17.48550104,17.88544466,17.71209316,17.90546314,17.60092672,17.6362785,17.88246318,17.62861185,18.03664805,17.45866776,17.45866776,18.05666653,18.05666653,17.80792629,17.3010755,17.6362785,17.69122284,17.20226088,18.57757287,17.70825983,17.70825983,17.37007535
633,17.72305229,18.5520589,17.8399106,18.45857225,18.33392338,18.04613115,18.56764,18.04613115,18.25785091,17.73680033,18.06171226,17.93706339,18.11349652,17.76200505,17.82937043,17.9783075,17.89581928,18.52456283,17.63506485,17.63506485,18.2321879,18.2321879,18.06033745,17.61031838,17.84678462,17.79774995,17.40043169,18.88796925,17.98380672,17.98380672,17.54891049
634,18.4873429,19.30074219,18.61442166,19.21887872,19.1317798,18.8186044,19.39355254,18.8186044,19.04515681,18.50257332,18.87809821,18.69866489,18.90379953,18.52161133,18.60109506,18.78195621,18.66772811,19.38784113,18.39548447,18.39548447,18.98423515,18.98423515,18.83288291,18.40928702,18.64155084,18.58538868,18.13656742,19.70910767,18.77338911,18.77338911,18.33503876
635,15.88776475,16.68963594,16.08037324,16.68255149,16.46824687,16.32788621,16.7108893,16.32788621,16.51518136,16.07860212,16.20258,16.22073391,16.36463679,16.11225327,16.26766839,16.08657213,16.27253895,16.38589014,16.04450821,16.04450821,16.37304958,16.37304958,16.28006618,15.77662744,16.11136771,15.99978762,15.90149088,16.91766668,16.13572051,16.13572051,15.90193366
636,15.06958962,15.84226547,15.29793002,16.0241489,15.6726537,15.52057285,15.90493855,15.52057285,15.73357368,15.23394211,15.38777604,15.44036884,15.81728389,15.30976339,15.39610324,15.24971995,15.3982946,15.5196963,15.16513319,15.16513319,15.49646782,15.49646782,15.54862235,15.00866962,15.26681261,15.23963966,15.14672572,15.92027812,15.26725087,15.26725087,15.17389866
637,16.39734598,16.11596529,16.38866904,16.7539268,16.5882386,16.85391817,17.09191417,16.85391817,16.5456803,16.38288441,15.97382879,16.81135985,16.66674423,15.79450542,16.33619423,16.00605742,16.03456735,15.31810023,15.58956442,15.58956442,16.60063423,16.60063423,16.61426942,15.13464498,13.50544666,16.5948496,16.0296091,16.53948248,16.51055935,16.51055935,15.57097098
638,15.88122667,15.66459696,15.5812461,15.80942939,15.79787581,15.60311539,16.2294847,15.60311539,15.67161164,15.49088058,15.50037102,15.7830212,15.65221812,15.57588194,15.5016089,15.71782598,15.01140683,15.72360277,15.34522289,15.34522289,15.58454713,15.58454713,15.63447512,15.35471333,15.02956246,15.5474106,15.23959011,15.97736899,15.6621212,15.6621212,15.64190242
639,19.26572504,18.85228017,19.09416558,19.46908796,19.39517853,19.32933194,19.90268996,19.32933194,18.68072069,18.78956913,18.87781251,19.38308426,19.27692344,18.47377429,18.82629988,19.07938368,18.31162148,18.50826536,18.63906266,18.63906266,19.35979159,19.35979159,19.14612615,18.56694496,16.77878467,19.06101832,18.629656,19.60705223,19.0296628,19.0296628,18.68788767
640,16.88726574,16.57293282,16.45087549,16.86464509,16.83307041,16.81516238,17.11111604,16.81516238,16.68132348,16.37453076,16.49281797,16.65964534,16.64456491,16.27226653,16.31892164,16.69828897,15.92306008,16.69640391,16.02391053,16.02391053,16.53900183,16.53900183,16.65163386,16.305255,15.94332442,16.4405077,16.16434713,16.91459904,16.49941567,16.49941567,16.4560594
641,15.35861324,15.07273406,14.96172549,15.33804023,15.30932373,15.29303676,15.56220038,15.29303676,15.17131309,14.89229156,14.99987129,15.15159728,15.13788194,14.79928439,14.84171623,15.18674285,14.48168847,15.18502842,14.57340982,14.57340982,15.04187454,15.04187454,15.144311,14.82928671,14.50011846,14.95229619,14.70113396,15.38347231,15.00587175,15.00587175,14.96644014
642,15.24954336,15.01965869,14.95516437,15.16684818,15.15458239,14.98919205,15.59258982,14.98919205,15.04419027,14.85980774,14.89383542,15.13479886,15.02717644,14.94487693,14.86653414,15.0762396,14.39568604,15.10828892,14.72369703,14.72369703,14.95516437,14.95516437,15.01768034,14.74150221,14.43287909,14.91955401,14.62240534,15.31957706,15.01768034,15.01768034,15.03785954
643,14.95989658,14.68464051,14.55933425,14.92564622,14.91395096,14.90893871,15.14827366,14.90893871,14.75940658,14.50754099,14.59358462,14.76149501,14.73726914,14.4202443,14.45992461,14.7919862,14.10614328,14.77611407,14.2026291,14.2026291,14.65164319,14.65164319,14.71680244,14.43904024,14.12243309,14.54471518,14.32208773,14.98370478,14.61613975,14.61613975,14.5539043
644,17.88569002,17.66632785,17.18066182,17.81031249,17.67941737,17.82430472,17.92856946,17.82430472,16.96310509,16.87824894,17.37068542,17.52866229,17.59726939,17.14455282,16.92970426,17.63247566,16.43094872,17.91773676,16.77940056,16.77940056,17.83694287,17.83694287,17.4239462,17.54807088,16.11860587,17.47856105,16.94189105,17.90961223,17.2181249,17.2181249,17.21270855
645,16.604203,16.40055785,15.94968917,16.53422617,16.41270951,16.54721587,16.64401018,16.54721587,15.74772011,15.66894379,16.12609782,16.27275585,16.33644734,15.91616733,15.71671241,16.36913112,15.25369206,16.63395362,15.57717777,15.57717777,16.55894852,16.55894852,16.17554253,16.29077384,14.96372819,16.2262443,15.72802603,16.62641121,15.98446806,15.98446806,15.9794398
646,17.09564947,16.7379946,16.5150409,16.87396256,16.86678413,16.78275424,17.24132943,16.78275424,16.61553897,16.3913185,16.6108941,16.78571006,16.68056713,16.37865068,16.30728861,16.91069925,15.83393429,17.05300113,16.2029902,16.2029902,16.80724536,16.80724536,16.68605652,16.50532891,15.86898193,16.53868751,16.11220413,17.06440217,16.63580749,16.63580749,16.56697899
647,16.39589069,16.08081376,15.96008761,16.36616645,16.33415573,16.31723578,16.60030201,16.31723578,16.18644913,15.88874943,16.00261614,16.16587081,16.15123734,15.79043079,15.8357031,16.20336908,15.45157447,16.20245449,15.56909953,15.56909953,16.04971762,16.04971762,16.15809678,15.82198422,15.469409,15.95277088,15.68525272,16.41281065,16.01176206,16.01176206,15.96831894
648,16.13522215,15.82515444,15.70634764,16.10597048,16.07446868,16.05781773,16.33638366,16.05781773,15.92911037,15.63614363,15.74820004,15.90885922,15.8944584,15.5393881,15.58394064,15.94576133,15.20591905,15.94486127,15.32157565,15.32157565,15.79455268,15.79455268,15.90120878,15.57043988,15.22347004,15.69914723,15.43588219,16.1518731,15.75720055,15.75720055,15.7144481
649,16.02919271,15.86246611,15.58562034,15.8925388,15.84964098,15.84123831,16.20299523,15.84123831,15.64974595,15.43216111,15.49097978,15.91642007,15.66699354,15.57633319,15.51574553,15.74880897,15.01733471,15.82133726,15.29948742,15.29948742,15.81293459,15.81293459,15.63249837,15.56571928,14.87448938,15.70679564,15.341943,16.12339102,15.64399677,15.64399677,15.58208237
650,14.98377969,14.69583904,14.58551054,14.95118263,14.92861544,14.91148109,15.17058589,14.91148109,14.79237647,14.51989852,14.62437626,14.77398838,14.75977941,14.43046557,14.47183875,14.80742126,14.12121146,14.81076455,14.22861458,14.22861458,14.66867482,14.66867482,14.76646599,14.45846561,14.13709207,14.57882397,14.33392814,14.99924239,14.63315239,14.63315239,14.59261502
651,22.02626883,21.62907202,21.53774976,21.7886109,21.82987096,21.5432511,22.45317289,21.5432511,21.55315351,21.36775832,21.42607254,21.85902806,21.62247041,21.46733259,21.36995886,21.72644575,20.68724245,21.82106882,21.24177762,21.24177762,21.62797175,21.62797175,21.56855727,21.22032238,20.59151911,21.43267414,20.9881658,22.07578089,21.62357068,21.62357068,21.64612617
652,17.07391248,16.99976039,16.34540766,17.0711515,16.6372829,16.26573362,16.63688847,16.26573362,16.85185065,16.0440662,16.80451952,16.48030135,16.7646825,16.48542889,16.31779784,16.75916054,15.74706343,17.05616331,16.35211291,16.35211291,16.63412749,16.63412749,16.72997301,15.63622972,16.55484786,16.78124839,15.7435136,17.30859594,16.41955976,16.41955976,16.2428569
653,17.77505967,18.11656968,17.12198882,18.14562486,17.4071765,17.09516867,17.28514478,17.09516867,17.53099623,16.46578896,17.51579814,17.3061539,17.80322084,17.12422383,16.87926639,17.42192758,16.1162329,18.05845933,16.71476942,16.71476942,17.65839199,17.65839199,17.41611656,17.15462002,17.2198824,17.82154794,16.75052963,18.23189636,16.89848751,16.89848751,17.20557831
654,19.14751373,19.06391173,18.3313989,19.14485971,18.65961419,18.24160416,18.65297912,18.24160416,18.89759239,17.99212515,18.84539643,18.48223638,18.80558595,18.48798679,18.30043519,18.79408514,17.66037115,19.12760849,18.33803399,18.33803399,18.65430612,18.65430612,18.76179442,17.53297762,18.56583839,18.81929845,17.65594776,19.41158992,18.4136739,18.4136739,18.21639085
655,15.40736566,15.43530249,14.95956658,15.46931255,15.14743165,14.90369291,15.15917322,14.90369291,15.28023283,14.77736984,15.16524644,15.05511863,15.20978342,15.07941154,14.99317174,15.21950058,14.40204457,15.30290619,14.86158522,14.86158522,15.02799157,15.02799157,15.08346036,14.55711423,14.96806908,15.18872958,14.48868924,15.72033916,14.94580059,14.94580059,15.12151922
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
